Index	Reagents	Products	Rule	Energy Change
47_0	['N', 'C(C(CO)O)=O']	['O', 'C(CO)(CN)=O']	Amadori/Heyns Rearrangement	-20.34
49_0	['N', 'C(C(C(CO)O)O)=O']	['O', 'C(CN)(C(CO)O)=O']	Amadori/Heyns Rearrangement	-20.34
51_0	['C(CO)=O', 'C(CN)=O']	['O', 'C(CNCC=O)=O']	Amadori/Heyns Rearrangement	6.06
53_0	['C=O', 'O', 'C(C(CO)O)=O']	['C(O)=O', 'C(C(CO)O)O']	Cannizarro 2, HCHO (oxidation)	-30.39
55_0	['C=O', 'O', 'C(C(C(CO)O)O)=O']	['C(O)=O', 'C(C(C(CO)O)O)O']	Cannizarro 2, HCHO (oxidation)	-24.95
57_0	['C=O', 'O', 'C(CN)=O']	['C(O)=O', 'C(CN)O']	Cannizarro 2, HCHO (oxidation)	-13.99
59_0	['C=O', 'O', 'C(C(CO)O)=O']	['CO', 'C(C(CO)O)(O)=O']	Cannizarro 2, HCHO (reduction)	-30.17
61_0	['C=O', 'O', 'C(C(C(CO)O)O)=O']	['CO', 'C(C(C(CO)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)	-30.17
63_0	['C=O', 'O', 'C(CN)=O']	['CO', 'C(CN)(O)=O']	Cannizarro 2, HCHO (reduction)	-34.04
65_0	['C(C(CO)O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel C	-7.7
65_1	['C(C(CO)O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel H	-7.7
67_0	['C(C(CO)O)=O', 'C(CN)=O']	['C(C(CO)(C(CN)O)O)=O']	Knoevenagel C	-7.7
67_1	['C(C(CO)O)=O', 'C(CN)=O']	['C(C(CO)(C(CN)O)O)=O']	Knoevenagel H	-7.7
69_0	['C(C(C(CO)O)O)=O', 'C(CN)=O']	['C(C(C(CO)O)(C(CN)O)O)=O']	Knoevenagel C	-7.7
69_1	['C(C(C(CO)O)O)=O', 'C(CN)=O']	['C(C(C(CO)O)(C(CN)O)O)=O']	Knoevenagel H	-7.7
71_0	['C=O', 'C(C(CO)O)=O']	['C(C(CO)(CO)O)=O']	Knoevenagel C	-26.95
71_1	['C=O', 'C(C(CO)O)=O']	['C(C(CO)(CO)O)=O']	Knoevenagel H	-26.95
73_0	['C=O', 'C(C(C(CO)O)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel C	-26.95
73_1	['C=O', 'C(C(C(CO)O)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel H	-26.95
74_0	['C(CO)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel C	-10.73
74_1	['C(CO)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel H	-10.73
76_0	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel C	-10.73
76_1	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel H	-10.73
78_0	['C(C(CO)O)=O', 'C(CO)(O)=O']	['C(C(C(C(CO)O)O)O)(O)=O']	Knoevenagel H	9.38
80_0	['C(C(C(CO)O)O)=O', 'C(CO)(O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Knoevenagel H	9.38
82_0	['C(CN)=O', 'C(CO)(O)=O']	['C(C(C(CN)O)O)(O)=O']	Knoevenagel H	9.38
83_0	['C=O', 'C(CO)(O)=O']	['C(C(CO)O)(O)=O']	Knoevenagel H	-9.87
84_0	['C(CO)=O', 'C(CO)(O)=O']	['C(C(C(CO)O)O)(O)=O']	Knoevenagel H	6.36
86_0	['C(C(CO)O)=O']	['O', 'C(CC=O)=O']	Elimination + enol to keto	-51.84
88_0	['C(C(CO)O)=O']	['O', 'C(C(C)=O)=O']	Elimination + enol to keto	-47.05
90_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(CCO)=O)=O']	Elimination + enol to keto	-41.01
92_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(C=O)O)=O']	Elimination + enol to keto	-39.01
94_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(CO)=O)=O']	Elimination + enol to keto	-49.2
96_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(C(C)=O)O)=O']	Elimination + enol to keto	-102.36
98_0	['C(CO)O']	['O', 'C(C)=O']	Elimination + enol to keto	-43.23
100_0	['C(C(CO)O)=O', 'C(CN)=O']	['O', 'C(C(CNCC=O)O)=O']	Mannich Addition	-21.56
102_0	['C(C(C(CO)O)O)=O', 'C(CN)=O']	['O', 'C(C(C(CO)NCC=O)O)=O']	Mannich Addition	15.81
104_0	['N', 'C(C(CO)O)=O']	['O', 'C(C(CN)O)=O']	Mannich Addition	-18.34
106_0	['N', 'C(C(C(CO)O)O)=O']	['O', 'C(C(C(CO)N)O)=O']	Mannich Addition	-11.61
108_0	['C(C(C(CO)O)O)=O']	['C1C(C(C(O)O1)O)O']	Hemiacetal Formation for 5 membered rings	-1.6
110_0	['C(CNCC(CO)=O)=O']	['C1(CNCC(C1O)O)=O']	Aldol Condensation	-64.43
110_1	['C(CNCC(CO)=O)=O']	['C1(CNCC(C1O)O)=O']	Knoevenagel H	-64.43
112_0	['C(C(CNCC=O)O)=O']	['C(C1C(C(CN1)O)O)=O']	Aldol Condensation	-63.58
112_1	['C(C(CNCC=O)O)=O']	['C(C1C(C(CN1)O)O)=O']	Knoevenagel H	-63.58
114_0	['C(C(C(CO)NCC=O)O)=O']	['C(C1C(C(C(CO)N1)O)O)=O']	Aldol Condensation	-100.79
114_1	['C(C(C(CO)NCC=O)O)=O']	['C(C1C(C(C(CO)N1)O)O)=O']	Knoevenagel H	-100.79
116_0	['C(C(C(C(CO)O)O)N)=O', 'C(C)=O']	['C(CC(C(C(C(CO)O)O)N)O)=O']	Aldol Condensation	-33.7
118_0	['C(C(C(CN)O)N)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(C(CN)O)N)O)=O']	Aldol Condensation	9.21
118_1	['C(C(C(CN)O)N)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(C(CN)O)N)O)=O']	Knoevenagel C	9.21
120_0	['C(C(C(CN)O)N)=O', 'C(C(C)=O)=O']	['C(C(CC(C(C(CN)O)N)O)=O)=O']	Aldol Condensation	-31.89
122_0	['C(C(C(CN)O)N)=O', 'C(C)=O']	['C(CC(C(C(CN)O)N)O)=O']	Aldol Condensation	-33.7
124_0	['C(C(CO)N)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(C(CO)N)O)O)=O']	Aldol Condensation	-10.17
124_1	['C(C(CO)N)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(C(CO)N)O)O)=O']	Knoevenagel H	-10.17
126_0	['C(C(CO)N)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(C(CO)N)O)O)=O']	Aldol Condensation	-10.35
126_1	['C(C(CO)N)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(C(CO)N)O)O)=O']	Knoevenagel H	-10.35
128_0	['C(C(CO)N)=O', 'C(CO)(CN)=O']	['C(CO)(C(C(C(CO)N)O)N)=O']	Aldol Condensation	23.95
128_1	['C(C(CO)N)=O', 'C(CO)(CN)=O']	['C(CO)(C(C(C(CO)N)O)N)=O']	Knoevenagel H	23.95
130_0	['C(C(CO)N)=O', 'C(CNCC=O)=O']	['C(C(C(C(CO)N)O)NCC=O)=O']	Aldol Condensation	-3.62
130_1	['C(C(CO)N)=O', 'C(CNCC=O)=O']	['C(C(C(C(CO)N)O)NCC=O)=O']	Knoevenagel H	-3.62
132_0	['C(C(CO)N)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(CO)N)O)=O']	Aldol Condensation	9.21
132_1	['C(C(CO)N)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(CO)N)O)=O']	Knoevenagel C	9.21
134_0	['C(C(CO)N)=O', 'C(C(C)=O)=O']	['C(C(CC(C(CO)N)O)=O)=O']	Aldol Condensation	-4.31
136_0	['C(C(CO)N)=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)C(C(CO)N)O)=O)=O']	Aldol Condensation	-3.62
136_1	['C(C(CO)N)=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)C(C(CO)N)O)=O)=O']	Knoevenagel C	-3.62
138_0	['C(C(CO)N)=O', 'C(CC(C=O)O)=O']	['C(C(C(C(CO)N)O)C(C=O)O)=O']	Aldol Condensation	-3.62
138_1	['C(C(CO)N)=O', 'C(CC(C=O)O)=O']	['C(C(C(C(CO)N)O)C(C=O)O)=O']	Knoevenagel C	-3.62
140_0	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)C(C(CO)N)O)=O']	Aldol Condensation	4.57
140_1	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)C(C(CO)N)O)=O']	Knoevenagel C	4.57
142_0	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(C(CO)N)O)O)=O)=O']	Aldol Condensation	-14.99
142_1	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(C(CO)N)O)O)=O)=O']	Knoevenagel H	-14.99
144_0	['C(C(CO)N)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(CC(C(CO)N)O)=O)O)=O']	Aldol Condensation	-5.96
146_0	['C(C(CO)N)=O', 'C(C)=O']	['C(CC(C(CO)N)O)=O']	Aldol Condensation	-6.12
148_0	['C(C(C(C(CO)O)O)O)=O', 'C(C)=O']	['C(CC(C(C(C(CO)O)O)O)O)=O']	Aldol Condensation	-6.12
150_0	['C(C(C(CN)O)O)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(C(CN)O)O)O)=O']	Aldol Condensation	9.21
150_1	['C(C(C(CN)O)O)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(C(CN)O)O)O)=O']	Knoevenagel C	9.21
152_0	['C(C(C(CN)O)O)=O', 'C(C(C)=O)=O']	['C(C(CC(C(C(CN)O)O)O)=O)=O']	Aldol Condensation	-4.31
154_0	['C(C(C(CN)O)O)=O', 'C(C)=O']	['C(CC(C(C(CN)O)O)O)=O']	Aldol Condensation	-6.12
156_0	['C(C(C(CO)O)N)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(C(CO)O)N)O)=O']	Aldol Condensation	9.21
156_1	['C(C(C(CO)O)N)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(C(CO)O)N)O)=O']	Knoevenagel C	9.21
158_0	['C(C(C(CO)O)N)=O', 'C(C(C)=O)=O']	['C(C(CC(C(C(CO)O)N)O)=O)=O']	Aldol Condensation	-4.31
160_0	['C(C(C(CO)O)N)=O', 'C(C)=O']	['C(CC(C(C(CO)O)N)O)=O']	Aldol Condensation	-6.12
162_0	['C(C=O)=O', 'C(CO)(CO)=O']	['C(C(C(C(CO)=O)O)O)=O']	Aldol Condensation	-10.17
162_1	['C(C=O)=O', 'C(CO)(CO)=O']	['C(C(C(C(CO)=O)O)O)=O']	Knoevenagel H	-10.17
164_0	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(C=O)O)O)(C(CO)O)=O']	Aldol Condensation	-10.35
164_1	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(C=O)O)O)(C(CO)O)=O']	Knoevenagel H	-10.35
166_0	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(CNCC(C(C(C=O)O)O)=O)=O']	Aldol Condensation	-10.35
166_1	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(CNCC(C(C(C=O)O)O)=O)=O']	Knoevenagel H	-10.35
168_0	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(CNC(C(CO)=O)C(C=O)O)=O']	Aldol Condensation	-3.62
168_1	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(CNC(C(CO)=O)C(C=O)O)=O']	Knoevenagel H	-3.62
170_0	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(C(C(C=O)O)NCC(CO)=O)=O']	Aldol Condensation	-3.62
170_1	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(C(C(C=O)O)NCC(CO)=O)=O']	Knoevenagel H	-3.62
172_0	['C(C=O)=O', 'C(CO)(CN)=O']	['C(C(C(C(CN)=O)O)O)=O']	Aldol Condensation	-10.35
172_1	['C(C=O)=O', 'C(CO)(CN)=O']	['C(C(C(C(CN)=O)O)O)=O']	Knoevenagel H	-10.35
174_0	['C(C=O)=O', 'C(CO)(CN)=O']	['C(C(C(C(CO)=O)N)O)=O']	Aldol Condensation	23.95
174_1	['C(C=O)=O', 'C(CO)(CN)=O']	['C(C(C(C(CO)=O)N)O)=O']	Knoevenagel H	23.95
176_0	['C(C=O)=O', 'C(CN)(C(CO)O)=O']	['C(C(C(C=O)O)N)(C(CO)O)=O']	Aldol Condensation	23.95
176_1	['C(C=O)=O', 'C(CN)(C(CO)O)=O']	['C(C(C(C=O)O)N)(C(CO)O)=O']	Knoevenagel H	23.95
178_0	['C(C=O)=O', 'C(CNCC=O)=O']	['C(C(C(C=O)NCC=O)O)=O']	Aldol Condensation	-3.62
178_1	['C(C=O)=O', 'C(CNCC=O)=O']	['C(C(C(C=O)NCC=O)O)=O']	Knoevenagel H	-3.62
180_0	['C(C=O)=O', 'C(CC=O)=O']	['C(C(C=O)C(C=O)O)=O']	Aldol Condensation	9.21
180_1	['C(C=O)=O', 'C(CC=O)=O']	['C(C(C=O)C(C=O)O)=O']	Knoevenagel C	9.21
182_0	['C(C=O)=O', 'C(C(C)=O)=O']	['C(C(CC(C=O)=O)O)=O']	Aldol Condensation	-4.31
184_0	['C(C=O)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(C=O)=O)CO)O)=O']	Aldol Condensation	-3.62
184_1	['C(C=O)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(C=O)=O)CO)O)=O']	Knoevenagel C	-3.62
186_0	['C(C=O)=O', 'C(CC(C=O)O)=O']	['C(C(C(C=O)C(C=O)O)O)=O']	Aldol Condensation	-3.62
186_1	['C(C=O)=O', 'C(CC(C=O)O)=O']	['C(C(C(C=O)C(C=O)O)O)=O']	Knoevenagel C	-3.62
188_0	['C(C=O)=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)C(C=O)O)=O']	Aldol Condensation	4.57
188_1	['C(C=O)=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)C(C=O)O)=O']	Knoevenagel C	4.57
190_0	['C(C=O)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(C=O)O)O)=O)=O']	Aldol Condensation	-14.99
190_1	['C(C=O)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(C=O)O)O)=O)=O']	Knoevenagel H	-14.99
192_0	['C(C=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(CC(C=O)O)=O)O)=O']	Aldol Condensation	51.0
193_0	['C(C=O)=O', 'C(C)=O']	['C(CC(C=O)O)=O']	Aldol Condensation	-6.12
195_0	['C(C=O)=O', 'C(C(CNCC=O)O)=O']	['C(C(C(C=O)O)NCC(C=O)O)=O']	Aldol Condensation	27.02
195_1	['C(C=O)=O', 'C(C(CNCC=O)O)=O']	['C(C(C(C=O)O)NCC(C=O)O)=O']	Knoevenagel H	27.02
197_0	['C(CO)(CO)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CO)(CO)O)O)=O']	Aldol Condensation	-5.35
197_1	['C(CO)(CO)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CO)(CO)O)O)=O']	Knoevenagel H	-5.35
199_0	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CO)(C(C(CO)(CN)O)O)=O']	Aldol Condensation	-5.53
199_1	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CO)(C(C(CO)(CN)O)O)=O']	Knoevenagel H	-5.53
201_0	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(CO)(CO)O)O)=O']	Aldol Condensation	-5.53
201_1	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(CO)(CO)O)O)=O']	Knoevenagel H	-5.53
203_0	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CO)(C(C(CO)(CO)O)N)=O']	Aldol Condensation	28.77
203_1	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CO)(C(C(CO)(CO)O)N)=O']	Knoevenagel H	28.77
205_0	['C(CO)(CO)=O', 'C(CNCC=O)=O']	['C(CNCC(C(C(CO)=O)O)O)=O']	Aldol Condensation	-40.81
205_1	['C(CO)(CO)=O', 'C(CNCC=O)=O']	['C(CNCC(C(C(CO)=O)O)O)=O']	Knoevenagel H	-40.81
207_0	['C(CO)(CO)=O', 'C(CNCC=O)=O']	['C(C(C(CO)(CO)O)NCC=O)=O']	Aldol Condensation	1.2
207_1	['C(CO)(CO)=O', 'C(CNCC=O)=O']	['C(C(C(CO)(CO)O)NCC=O)=O']	Knoevenagel H	1.2
209_0	['C(CO)(CO)=O', 'C(CC=O)=O']	['C(CC(C(C(CO)=O)O)O)=O']	Aldol Condensation	2.66
209_1	['C(CO)(CO)=O', 'C(CC=O)=O']	['C(CC(C(C(CO)=O)O)O)=O']	Knoevenagel H	2.66
211_0	['C(CO)(CO)=O', 'C(CC=O)=O']	['C(C(C=O)C(CO)(CO)O)=O']	Aldol Condensation	14.03
211_1	['C(CO)(CO)=O', 'C(CC=O)=O']	['C(C(C=O)C(CO)(CO)O)=O']	Knoevenagel C	14.03
213_0	['C(CO)(CO)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CO)=O)O)O)=O']	Aldol Condensation	-3.88
213_1	['C(CO)(CO)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CO)=O)O)O)=O']	Knoevenagel H	-3.88
215_0	['C(CO)(CO)=O', 'C(C(C)=O)=O']	['C(C)(C(C(C(CO)=O)O)O)=O']	Aldol Condensation	-8.53
215_1	['C(CO)(CO)=O', 'C(C(C)=O)=O']	['C(C)(C(C(C(CO)=O)O)O)=O']	Knoevenagel H	-8.53
217_0	['C(CO)(CO)=O', 'C(C(C)=O)=O']	['C(C(CC(CO)(CO)O)=O)=O']	Aldol Condensation	0.51
219_0	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C(CO)=O)O)O)=O']	Aldol Condensation	-5.53
219_1	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C(CO)=O)O)O)=O']	Knoevenagel H	-5.53
221_0	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(CCO)=O)O)O)(CO)=O']	Aldol Condensation	-10.17
221_1	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(CCO)=O)O)O)(CO)=O']	Knoevenagel H	-10.17
223_0	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)C(CO)(CO)O)=O)=O']	Aldol Condensation	1.2
223_1	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)C(CO)(CO)O)=O)=O']	Knoevenagel C	1.2
225_0	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C(CO)=O)O)O)O)=O']	Aldol Condensation	-10.17
225_1	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C(CO)=O)O)O)O)=O']	Knoevenagel H	-10.17
227_0	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(C(CC(C(C(CO)=O)O)O)O)=O']	Aldol Condensation	-10.17
227_1	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(C(CC(C(C(CO)=O)O)O)O)=O']	Knoevenagel H	-10.17
229_0	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CO)(CO)O)C(C=O)O)=O']	Aldol Condensation	1.2
229_1	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CO)(CO)O)C(C=O)O)=O']	Knoevenagel C	1.2
231_0	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CO)(CC(C(C(CO)=O)O)O)=O']	Aldol Condensation	-1.98
231_1	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CO)(CC(C(C(CO)=O)O)O)=O']	Knoevenagel H	-1.98
233_0	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(CO)(C(C(CO)=O)O)O)=O']	Aldol Condensation	2.66
233_1	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(CO)(C(C(CO)=O)O)O)=O']	Knoevenagel H	2.66
235_0	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)C(CO)(CO)O)=O']	Aldol Condensation	9.38
235_1	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)C(CO)(CO)O)=O']	Knoevenagel C	9.38
237_0	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CO)(CO)O)O)=O)=O']	Aldol Condensation	-10.17
237_1	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CO)(CO)O)O)=O)=O']	Knoevenagel H	-10.17
239_0	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C)(C(C(C(C(CO)=O)O)O)O)=O']	Aldol Condensation	46.78
239_1	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C)(C(C(C(C(CO)=O)O)O)O)=O']	Knoevenagel H	46.78
241_0	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)(C(C(CO)=O)O)O)O)=O']	Aldol Condensation	51.42
241_1	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)(C(C(CO)=O)O)O)O)=O']	Knoevenagel H	51.42
243_0	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(CC(CO)(CO)O)=O)O)=O']	Aldol Condensation	55.82
245_0	['C(CO)(CO)=O', 'C(C)=O']	['C(CO)(C(C(C)O)O)=O']	Aldol Condensation	-10.34
245_1	['C(CO)(CO)=O', 'C(C)=O']	['C(CO)(C(C(C)O)O)=O']	Knoevenagel H	-10.34
247_0	['C(CO)(CO)=O', 'C(C)=O']	['C(CC(CO)(CO)O)=O']	Aldol Condensation	-1.3
249_0	['C(CO)(CO)=O', 'C(C(CN)O)=O']	['C(CO)(C(C(C(CN)O)O)O)=O']	Aldol Condensation	-10.17
249_1	['C(CO)(CO)=O', 'C(C(CN)O)=O']	['C(CO)(C(C(C(CN)O)O)O)=O']	Knoevenagel H	-10.17
251_0	['C(CO)(C(CO)O)=O', 'C(CC=O)=O']	['C(CC(C(C(C(CO)O)=O)O)O)=O']	Aldol Condensation	2.48
251_1	['C(CO)(C(CO)O)=O', 'C(CC=O)=O']	['C(CC(C(C(C(CO)O)=O)O)O)=O']	Knoevenagel H	2.48
253_0	['C(CO)(C(CO)O)=O', 'C(CC=O)=O']	['C(C(C=O)C(CO)(C(CO)O)O)=O']	Aldol Condensation	13.85
253_1	['C(CO)(C(CO)O)=O', 'C(CC=O)=O']	['C(C(C=O)C(CO)(C(CO)O)O)=O']	Knoevenagel C	13.85
255_0	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(C(CO)O)=O)O)O)=O']	Aldol Condensation	-4.06
