Index	Reagents	Products	Rule	Energy Change
67_1	['C(C(CO)O)=O', 'C(CN)=O']	['C(C(CO)(C(CN)O)O)=O']	Knoevenagel H	-7.7
69_0	['C(C(C(CO)O)O)=O', 'C(CN)=O']	['C(C(C(CO)O)(C(CN)O)O)=O']	Knoevenagel C	-7.7
69_1	['C(C(C(CO)O)O)=O', 'C(CN)=O']	['C(C(C(CO)O)(C(CN)O)O)=O']	Knoevenagel H	-7.7
71_0	['C=O', 'C(C(CO)O)=O']	['C(C(CO)(CO)O)=O']	Knoevenagel C	-26.95
71_1	['C=O', 'C(C(CO)O)=O']	['C(C(CO)(CO)O)=O']	Knoevenagel H	-26.95
73_0	['C=O', 'C(C(C(CO)O)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel C	-26.95
73_1	['C=O', 'C(C(C(CO)O)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel H	-26.95
74_0	['C(CO)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel C	-10.73
74_1	['C(CO)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel H	-10.73
76_0	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel C	-10.73
76_1	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel H	-10.73
83_0	['C=O', 'C(CO)(O)=O']	['C(C(CO)O)(O)=O']	Knoevenagel H	-9.87
86_0	['C(C(CO)O)=O']	['O', 'C(CC=O)=O']	Elimination + enol to keto	-51.84
88_0	['C(C(CO)O)=O']	['O', 'C(C(C)=O)=O']	Elimination + enol to keto	-47.05
90_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(CCO)=O)=O']	Elimination + enol to keto	-41.01
92_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(C=O)O)=O']	Elimination + enol to keto	-39.01
94_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(CO)=O)=O']	Elimination + enol to keto	-49.2
96_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(C(C)=O)O)=O']	Elimination + enol to keto	-102.36
98_0	['C(CO)O']	['O', 'C(C)=O']	Elimination + enol to keto	-43.23
100_0	['C(C(CO)O)=O', 'C(CN)=O']	['O', 'C(C(CNCC=O)O)=O']	Mannich Addition	-21.56
104_0	['N', 'C(C(CO)O)=O']	['O', 'C(C(CN)O)=O']	Mannich Addition	-18.34
106_0	['N', 'C(C(C(CO)O)O)=O']	['O', 'C(C(C(CO)N)O)=O']	Mannich Addition	-11.61
108_0	['C(C(C(CO)O)O)=O']	['C1C(C(C(O)O1)O)O']	Hemiacetal Formation for 5 membered rings	-1.6
110_0	['C(CNCC(CO)=O)=O']	['C1(CNCC(C1O)O)=O']	Aldol Condensation	-64.43
110_1	['C(CNCC(CO)=O)=O']	['C1(CNCC(C1O)O)=O']	Knoevenagel H	-64.43
112_0	['C(C(CNCC=O)O)=O']	['C(C1C(C(CN1)O)O)=O']	Aldol Condensation	-63.58
112_1	['C(C(CNCC=O)O)=O']	['C(C1C(C(CN1)O)O)=O']	Knoevenagel H	-63.58
114_0	['C(C(C(CO)NCC=O)O)=O']	['C(C1C(C(C(CO)N1)O)O)=O']	Aldol Condensation	-100.79
114_1	['C(C(C(CO)NCC=O)O)=O']	['C(C1C(C(C(CO)N1)O)O)=O']	Knoevenagel H	-100.79
116_0	['C(C(C(C(CO)O)O)N)=O', 'C(C)=O']	['C(CC(C(C(C(CO)O)O)N)O)=O']	Aldol Condensation	-33.7
120_0	['C(C(C(CN)O)N)=O', 'C(C(C)=O)=O']	['C(C(CC(C(C(CN)O)N)O)=O)=O']	Aldol Condensation	-31.89
122_0	['C(C(C(CN)O)N)=O', 'C(C)=O']	['C(CC(C(C(CN)O)N)O)=O']	Aldol Condensation	-33.7
124_0	['C(C(CO)N)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(C(CO)N)O)O)=O']	Aldol Condensation	-10.17
124_1	['C(C(CO)N)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(C(CO)N)O)O)=O']	Knoevenagel H	-10.17
126_0	['C(C(CO)N)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(C(CO)N)O)O)=O']	Aldol Condensation	-10.35
126_1	['C(C(CO)N)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(C(CO)N)O)O)=O']	Knoevenagel H	-10.35
130_0	['C(C(CO)N)=O', 'C(CNCC=O)=O']	['C(C(C(C(CO)N)O)NCC=O)=O']	Aldol Condensation	-3.62
130_1	['C(C(CO)N)=O', 'C(CNCC=O)=O']	['C(C(C(C(CO)N)O)NCC=O)=O']	Knoevenagel H	-3.62
134_0	['C(C(CO)N)=O', 'C(C(C)=O)=O']	['C(C(CC(C(CO)N)O)=O)=O']	Aldol Condensation	-4.31
136_0	['C(C(CO)N)=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)C(C(CO)N)O)=O)=O']	Aldol Condensation	-3.62
136_1	['C(C(CO)N)=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)C(C(CO)N)O)=O)=O']	Knoevenagel C	-3.62
138_0	['C(C(CO)N)=O', 'C(CC(C=O)O)=O']	['C(C(C(C(CO)N)O)C(C=O)O)=O']	Aldol Condensation	-3.62
138_1	['C(C(CO)N)=O', 'C(CC(C=O)O)=O']	['C(C(C(C(CO)N)O)C(C=O)O)=O']	Knoevenagel C	-3.62
142_0	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(C(CO)N)O)O)=O)=O']	Aldol Condensation	-14.99
142_1	['C(C(CO)N)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(C(CO)N)O)O)=O)=O']	Knoevenagel H	-14.99
144_0	['C(C(CO)N)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(CC(C(CO)N)O)=O)O)=O']	Aldol Condensation	-5.96
146_0	['C(C(CO)N)=O', 'C(C)=O']	['C(CC(C(CO)N)O)=O']	Aldol Condensation	-6.12
148_0	['C(C(C(C(CO)O)O)O)=O', 'C(C)=O']	['C(CC(C(C(C(CO)O)O)O)O)=O']	Aldol Condensation	-6.12
152_0	['C(C(C(CN)O)O)=O', 'C(C(C)=O)=O']	['C(C(CC(C(C(CN)O)O)O)=O)=O']	Aldol Condensation	-4.31
154_0	['C(C(C(CN)O)O)=O', 'C(C)=O']	['C(CC(C(C(CN)O)O)O)=O']	Aldol Condensation	-6.12
158_0	['C(C(C(CO)O)N)=O', 'C(C(C)=O)=O']	['C(C(CC(C(C(CO)O)N)O)=O)=O']	Aldol Condensation	-4.31
160_0	['C(C(C(CO)O)N)=O', 'C(C)=O']	['C(CC(C(C(CO)O)N)O)=O']	Aldol Condensation	-6.12
162_0	['C(C=O)=O', 'C(CO)(CO)=O']	['C(C(C(C(CO)=O)O)O)=O']	Aldol Condensation	-10.17
162_1	['C(C=O)=O', 'C(CO)(CO)=O']	['C(C(C(C(CO)=O)O)O)=O']	Knoevenagel H	-10.17
164_0	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(C=O)O)O)(C(CO)O)=O']	Aldol Condensation	-10.35
164_1	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(C=O)O)O)(C(CO)O)=O']	Knoevenagel H	-10.35
166_0	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(CNCC(C(C(C=O)O)O)=O)=O']	Aldol Condensation	-10.35
166_1	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(CNCC(C(C(C=O)O)O)=O)=O']	Knoevenagel H	-10.35
168_0	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(CNC(C(CO)=O)C(C=O)O)=O']	Aldol Condensation	-3.62
168_1	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(CNC(C(CO)=O)C(C=O)O)=O']	Knoevenagel H	-3.62
170_0	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(C(C(C=O)O)NCC(CO)=O)=O']	Aldol Condensation	-3.62
170_1	['C(C=O)=O', 'C(CNCC(CO)=O)=O']	['C(C(C(C=O)O)NCC(CO)=O)=O']	Knoevenagel H	-3.62
172_0	['C(C=O)=O', 'C(CO)(CN)=O']	['C(C(C(C(CN)=O)O)O)=O']	Aldol Condensation	-10.35
172_1	['C(C=O)=O', 'C(CO)(CN)=O']	['C(C(C(C(CN)=O)O)O)=O']	Knoevenagel H	-10.35
178_0	['C(C=O)=O', 'C(CNCC=O)=O']	['C(C(C(C=O)NCC=O)O)=O']	Aldol Condensation	-3.62
178_1	['C(C=O)=O', 'C(CNCC=O)=O']	['C(C(C(C=O)NCC=O)O)=O']	Knoevenagel H	-3.62
182_0	['C(C=O)=O', 'C(C(C)=O)=O']	['C(C(CC(C=O)=O)O)=O']	Aldol Condensation	-4.31
184_0	['C(C=O)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(C=O)=O)CO)O)=O']	Aldol Condensation	-3.62
184_1	['C(C=O)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(C=O)=O)CO)O)=O']	Knoevenagel C	-3.62
186_0	['C(C=O)=O', 'C(CC(C=O)O)=O']	['C(C(C(C=O)C(C=O)O)O)=O']	Aldol Condensation	-3.62
186_1	['C(C=O)=O', 'C(CC(C=O)O)=O']	['C(C(C(C=O)C(C=O)O)O)=O']	Knoevenagel C	-3.62
190_0	['C(C=O)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(C=O)O)O)=O)=O']	Aldol Condensation	-14.99
190_1	['C(C=O)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(C=O)O)O)=O)=O']	Knoevenagel H	-14.99
193_0	['C(C=O)=O', 'C(C)=O']	['C(CC(C=O)O)=O']	Aldol Condensation	-6.12
197_0	['C(CO)(CO)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CO)(CO)O)O)=O']	Aldol Condensation	-5.35
197_1	['C(CO)(CO)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CO)(CO)O)O)=O']	Knoevenagel H	-5.35
199_0	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CO)(C(C(CO)(CN)O)O)=O']	Aldol Condensation	-5.53
199_1	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CO)(C(C(CO)(CN)O)O)=O']	Knoevenagel H	-5.53
201_0	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(CO)(CO)O)O)=O']	Aldol Condensation	-5.53
201_1	['C(CO)(CO)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(CO)(CO)O)O)=O']	Knoevenagel H	-5.53
205_0	['C(CO)(CO)=O', 'C(CNCC=O)=O']	['C(CNCC(C(C(CO)=O)O)O)=O']	Aldol Condensation	-40.81
205_1	['C(CO)(CO)=O', 'C(CNCC=O)=O']	['C(CNCC(C(C(CO)=O)O)O)=O']	Knoevenagel H	-40.81
213_0	['C(CO)(CO)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CO)=O)O)O)=O']	Aldol Condensation	-3.88
213_1	['C(CO)(CO)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CO)=O)O)O)=O']	Knoevenagel H	-3.88
215_0	['C(CO)(CO)=O', 'C(C(C)=O)=O']	['C(C)(C(C(C(CO)=O)O)O)=O']	Aldol Condensation	-8.53
215_1	['C(CO)(CO)=O', 'C(C(C)=O)=O']	['C(C)(C(C(C(CO)=O)O)O)=O']	Knoevenagel H	-8.53
219_0	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C(CO)=O)O)O)=O']	Aldol Condensation	-5.53
219_1	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C(CO)=O)O)O)=O']	Knoevenagel H	-5.53
221_0	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(CCO)=O)O)O)(CO)=O']	Aldol Condensation	-10.17
221_1	['C(CO)(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(CCO)=O)O)O)(CO)=O']	Knoevenagel H	-10.17
225_0	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C(CO)=O)O)O)O)=O']	Aldol Condensation	-10.17
225_1	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C(CO)=O)O)O)O)=O']	Knoevenagel H	-10.17
227_0	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(C(CC(C(C(CO)=O)O)O)O)=O']	Aldol Condensation	-10.17
227_1	['C(CO)(CO)=O', 'C(CC(C=O)O)=O']	['C(C(CC(C(C(CO)=O)O)O)O)=O']	Knoevenagel H	-10.17
231_0	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CO)(CC(C(C(CO)=O)O)O)=O']	Aldol Condensation	-1.98
231_1	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CO)(CC(C(C(CO)=O)O)O)=O']	Knoevenagel H	-1.98
237_0	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CO)(CO)O)O)=O)=O']	Aldol Condensation	-10.17
237_1	['C(CO)(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CO)(CO)O)O)=O)=O']	Knoevenagel H	-10.17
245_0	['C(CO)(CO)=O', 'C(C)=O']	['C(CO)(C(C(C)O)O)=O']	Aldol Condensation	-10.34
245_1	['C(CO)(CO)=O', 'C(C)=O']	['C(CO)(C(C(C)O)O)=O']	Knoevenagel H	-10.34
247_0	['C(CO)(CO)=O', 'C(C)=O']	['C(CC(CO)(CO)O)=O']	Aldol Condensation	-1.3
249_0	['C(CO)(CO)=O', 'C(C(CN)O)=O']	['C(CO)(C(C(C(CN)O)O)O)=O']	Aldol Condensation	-10.17
249_1	['C(CO)(CO)=O', 'C(C(CN)O)=O']	['C(CO)(C(C(C(CN)O)O)O)=O']	Knoevenagel H	-10.17
255_0	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(C(CO)O)=O)O)O)=O']	Aldol Condensation	-4.06
255_1	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(C(CO)O)=O)O)O)=O']	Knoevenagel H	-4.06
257_0	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C(C(C(CO)O)=O)O)O)(C)=O']	Aldol Condensation	-8.7
257_1	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C(C(C(CO)O)=O)O)O)(C)=O']	Knoevenagel H	-8.7
261_0	['C(CO)(C(CO)O)=O', 'C(C)=O']	['C(C(C(C)O)O)(C(CO)O)=O']	Aldol Condensation	-10.51
261_1	['C(CO)(C(CO)O)=O', 'C(C)=O']	['C(C(C(C)O)O)(C(CO)O)=O']	Knoevenagel H	-10.51
263_0	['C(CO)(C(CO)O)=O', 'C(C)=O']	['C(CC(CO)(C(CO)O)O)=O']	Aldol Condensation	-1.48
265_0	['C(CNCC(CO)=O)=O', 'C(C)=O']	['C(CNCC=O)(C(C(C)O)O)=O']	Aldol Condensation	-10.51
265_1	['C(CNCC(CO)=O)=O', 'C(C)=O']	['C(CNCC=O)(C(C(C)O)O)=O']	Knoevenagel H	-10.51
267_0	['C(CNCC(CO)=O)=O', 'C(C)=O']	['C(CNC(C(CO)=O)C(C)O)=O']	Aldol Condensation	-3.79
267_1	['C(CNCC(CO)=O)=O', 'C(C)=O']	['C(CNC(C(CO)=O)C(C)O)=O']	Knoevenagel H	-3.79
269_0	['C(CNCC(CO)=O)=O', 'C(C)=O']	['C(C(C(C)O)NCC(CO)=O)=O']	Aldol Condensation	-3.79
269_1	['C(CNCC(CO)=O)=O', 'C(C)=O']	['C(C(C(C)O)NCC(CO)=O)=O']	Knoevenagel H	-3.79
271_0	['C(CNCC(CO)=O)=O', 'C(C)=O']	['C(CC(CO)(CNCC=O)O)=O']	Aldol Condensation	-32.12
273_0	['C(CNCC(CO)=O)=O', 'C(C)=O']	['C(CC(CNCC(CO)=O)O)=O']	Aldol Condensation	-36.76
275_0	['C(CO)(CN)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(CO)(CN)O)O)=O']	Aldol Condensation	-5.7
275_1	['C(CO)(CN)=O', 'C(CO)(CN)=O']	['C(CN)(C(C(CO)(CN)O)O)=O']	Knoevenagel H	-5.7
279_0	['C(CO)(CN)=O', 'C(CNCC=O)=O']	['C(CN)(C(C(CNCC=O)O)O)=O']	Aldol Condensation	-13.41
279_1	['C(CO)(CN)=O', 'C(CNCC=O)=O']	['C(CN)(C(C(CNCC=O)O)O)=O']	Knoevenagel H	-13.41
281_0	['C(CO)(CN)=O', 'C(CNCC=O)=O']	['C(CO)(C(C(CNCC=O)O)N)=O']	Aldol Condensation	-6.69
281_1	['C(CO)(CN)=O', 'C(CNCC=O)=O']	['C(CO)(C(C(CNCC=O)O)N)=O']	Knoevenagel H	-6.69
291_0	['C(CO)(CN)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CN)=O)O)O)=O']	Aldol Condensation	-4.06
291_1	['C(CO)(CN)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CN)=O)O)O)=O']	Knoevenagel H	-4.06
295_0	['C(CO)(CN)=O', 'C(C(C)=O)=O']	['C(C)(C(C(C(CN)=O)O)O)=O']	Aldol Condensation	-8.7
295_1	['C(CO)(CN)=O', 'C(C(C)=O)=O']	['C(C)(C(C(C(CN)=O)O)O)=O']	Knoevenagel H	-8.7
301_0	['C(CO)(CN)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C(CN)=O)O)O)=O']	Aldol Condensation	-5.7
301_1	['C(CO)(CN)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C(CN)=O)O)O)=O']	Knoevenagel H	-5.7
305_0	['C(CO)(CN)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(CCO)=O)O)O)(CN)=O']	Aldol Condensation	-10.35
305_1	['C(CO)(CN)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(CCO)=O)O)O)(CN)=O']	Knoevenagel H	-10.35
311_0	['C(CO)(CN)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C(CN)=O)O)O)O)=O']	Aldol Condensation	-10.35
311_1	['C(CO)(CN)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C(CN)=O)O)O)O)=O']	Knoevenagel H	-10.35
315_0	['C(CO)(CN)=O', 'C(CC(C=O)O)=O']	['C(C(CC(C(C(CN)=O)O)O)O)=O']	Aldol Condensation	-10.35
315_1	['C(CO)(CN)=O', 'C(CC(C=O)O)=O']	['C(C(CC(C(C(CN)=O)O)O)O)=O']	Knoevenagel H	-10.35
321_0	['C(CO)(CN)=O', 'C(CC(CO)=O)=O']	['C(CN)(C(C(CC(CO)=O)O)O)=O']	Aldol Condensation	-2.16
321_1	['C(CO)(CN)=O', 'C(CC(CO)=O)=O']	['C(CN)(C(C(CC(CO)=O)O)O)=O']	Knoevenagel H	-2.16
331_0	['C(CO)(CN)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CO)(CN)O)O)=O)=O']	Aldol Condensation	-10.35
331_1	['C(CO)(CN)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CO)(CN)O)O)=O)=O']	Knoevenagel H	-10.35
341_0	['C(CO)(CN)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(CC(CO)(CN)O)=O)O)=O']	Aldol Condensation	-1.31
343_0	['C(CO)(CN)=O', 'C(C)=O']	['C(CN)(C(C(C)O)O)=O']	Aldol Condensation	-10.51
343_1	['C(CO)(CN)=O', 'C(C)=O']	['C(CN)(C(C(C)O)O)=O']	Knoevenagel H	-10.51
345_0	['C(CO)(CN)=O', 'C(C)=O']	['C(CO)(C(C(C)O)N)=O']	Aldol Condensation	-3.79
345_1	['C(CO)(CN)=O', 'C(C)=O']	['C(CO)(C(C(C)O)N)=O']	Knoevenagel H	-3.79
347_0	['C(CO)(CN)=O', 'C(C)=O']	['C(CC(CO)(CN)O)=O']	Aldol Condensation	-1.48
349_0	['C(CO)(CN)=O', 'C(C(CN)O)=O']	['C(CN)(C(C(C(CN)O)O)O)=O']	Aldol Condensation	-10.35
349_1	['C(CO)(CN)=O', 'C(C(CN)O)=O']	['C(CN)(C(C(C(CN)O)O)O)=O']	Knoevenagel H	-10.35
365_0	['C(CN)(C(CO)O)=O', 'C(C)=O']	['C(CC(CN)(C(CO)O)O)=O']	Aldol Condensation	-1.48
369_0	['C(CNCC=O)=O', 'C(CC=O)=O']	['C(C(C=O)C(CNCC=O)O)=O']	Aldol Condensation	-21.43
369_1	['C(CNCC=O)=O', 'C(CC=O)=O']	['C(C(C=O)C(CNCC=O)O)=O']	Knoevenagel C	-21.43
373_0	['C(CNCC=O)=O', 'C(C(C)=O)=O']	['C(C(C(C(C)=O)O)NCC=O)=O']	Aldol Condensation	-1.98
373_1	['C(CNCC=O)=O', 'C(C(C)=O)=O']	['C(C(C(C(C)=O)O)NCC=O)=O']	Knoevenagel H	-1.98
375_0	['C(CNCC=O)=O', 'C(C(C)=O)=O']	['C(CNCC(CC(C=O)=O)O)=O']	Aldol Condensation	-34.95
377_0	['C(CNCC=O)=O', 'C(C)=O']	['C(C(C(C)O)NCC=O)=O']	Aldol Condensation	-3.79
377_1	['C(CNCC=O)=O', 'C(C)=O']	['C(C(C(C)O)NCC=O)=O']	Knoevenagel H	-3.79
379_0	['C(CNCC=O)=O', 'C(C)=O']	['C(CC(CNCC=O)O)=O']	Aldol Condensation	-36.76
381_0	['C(CNCC=O)=O', 'C(C(CN)O)=O']	['C(C(C(C(CN)O)O)NCC=O)=O']	Aldol Condensation	-3.62
381_1	['C(CNCC=O)=O', 'C(C(CN)O)=O']	['C(C(C(C(CN)O)O)NCC=O)=O']	Knoevenagel H	-3.62
383_0	['C(C(CO)(C(CN)O)O)=O', 'C(C)=O']	['C(CC(C(CO)(C(CN)O)O)O)=O']	Aldol Condensation	-6.12
387_0	['C(C(CO)(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CC(C(CO)(CO)O)O)=O)=O']	Aldol Condensation	-4.31
389_0	['C(C(CO)(CO)O)=O', 'C(C)=O']	['C(CC(C(CO)(CO)O)O)=O']	Aldol Condensation	-6.12
391_0	['C(C(CO)(C(CO)O)O)=O', 'C(C)=O']	['C(CC(C(CO)(C(CO)O)O)O)=O']	Aldol Condensation	-6.12
419_0	['C(CC=O)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CC=O)=O)O)O)=O']	Aldol Condensation	-2.16
419_1	['C(CC=O)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CC=O)=O)O)O)=O']	Knoevenagel H	-2.16
437_0	['C(C(C)=O)=O', 'C(C(C)=O)=O']	['C(C)(C(CC(C=O)=O)O)=O']	Aldol Condensation	-2.67
441_0	['C(C(C)=O)=O', 'C(C(CCO)=O)=O']	['C(C(CC(C=O)=O)O)(CCO)=O']	Aldol Condensation	-4.31
445_0	['C(C(C)=O)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(C=O)=O)CO)O)(C)=O']	Aldol Condensation	-1.98
445_1	['C(C(C)=O)=O', 'C(C(CCO)=O)=O']	['C(C(C(C(C=O)=O)CO)O)(C)=O']	Knoevenagel C	-1.98
447_0	['C(C(C)=O)=O', 'C(CC(C=O)O)=O']	['C(CC(C(CC(C=O)=O)O)O)=O']	Aldol Condensation	-4.31
449_0	['C(C(C)=O)=O', 'C(CC(C=O)O)=O']	['C(C(CC(CC(C=O)=O)O)O)=O']	Aldol Condensation	-4.31
