Index	Reagent	Formed/Produced	Rule
129_0	C(C=CC(NC(C#N)=C)=N)#N	1	Nitrile Amination
131_0	C(C(N)=C)#N	-1	Nitrile Amination
131_0	C(N)=N	-1	Nitrile Amination
131_0	C(NC(C(N)=C)=N)=N	1	Nitrile Amination
133_0	C(C(N)=C)#N	-1	Nitrile Amination
133_0	C#CC(N)=N	-1	Nitrile Amination
133_0	C#CC(NC(C(N)=C)=N)=N	1	Nitrile Amination
135_0	C(C(N)=C)#N	-1	Nitrile Amination
135_0	C(C=N)#N	-1	Nitrile Amination
135_0	C(C(NC(C=N)=N)=C)#N	1	Nitrile Amination
137_0	C(C(N)=C)#N	-1	Nitrile Amination
137_0	C(CO)#N	-1	Nitrile Amination
137_0	C(C(NC(CO)=N)=C)#N	1	Nitrile Amination
139_0	C(C(N)=C)#N	-1	Nitrile Amination
139_0	C(CN)#N	-1	Nitrile Amination
139_0	C(CNC(C(N)=C)=N)#N	1	Nitrile Amination
141_0	C(C(N)=C)#N	-1	Nitrile Amination
141_0	C(CN)#N	-1	Nitrile Amination
141_0	C(C(NC(CN)=N)=C)#N	1	Nitrile Amination
143_0	C(C(N)=C)#N	-1	Nitrile Amination
143_0	C(N)=O	-1	Nitrile Amination
143_0	C(NC(C(N)=C)=N)=O	1	Nitrile Amination
145_0	C(C(N)=C)#N	-1	Nitrile Amination
145_0	C#CC(N)=O	-1	Nitrile Amination
145_0	C#CC(NC(C(N)=C)=N)=O	1	Nitrile Amination
147_0	C(C=CN)#N	-1	Nitrile Amination
147_0	C(C=CN)#N	-1	Nitrile Amination
147_0	C(C=CNC(C=CN)=N)#N	1	Nitrile Amination
149_0	C(C=CN)#N	-1	Nitrile Amination
149_0	C(C(C#N)=C)#N	-1	Nitrile Amination
149_0	C(C(C(NC=CC#N)=N)=C)#N	1	Nitrile Amination
151_0	C(C=CN)#N	-1	Nitrile Amination
151_0	C(C=CC#N)#N	-1	Nitrile Amination
151_0	C(C=CC(NC=CC#N)=N)#N	1	Nitrile Amination
153_0	C(C=CN)#N	-1	Nitrile Amination
153_0	C(N)=N	-1	Nitrile Amination
153_0	C(NC(C=CN)=N)=N	1	Nitrile Amination
155_0	C(C=CN)#N	-1	Nitrile Amination
155_0	C#CC(N)=N	-1	Nitrile Amination
155_0	C#CC(NC(C=CN)=N)=N	1	Nitrile Amination
157_0	C(C=CN)#N	-1	Nitrile Amination
157_0	C(C=N)#N	-1	Nitrile Amination
157_0	C(C=CNC(C=N)=N)#N	1	Nitrile Amination
159_0	C(C=CN)#N	-1	Nitrile Amination
159_0	C(CO)#N	-1	Nitrile Amination
159_0	C(C=CNC(CO)=N)#N	1	Nitrile Amination
161_0	C(C=CN)#N	-1	Nitrile Amination
161_0	C(CN)#N	-1	Nitrile Amination
161_0	C(CNC(C=CN)=N)#N	1	Nitrile Amination
163_0	C(C=CN)#N	-1	Nitrile Amination
163_0	C(CN)#N	-1	Nitrile Amination
163_0	C(C=CNC(CN)=N)#N	1	Nitrile Amination
165_0	C(C=CN)#N	-1	Nitrile Amination
165_0	C(N)=O	-1	Nitrile Amination
165_0	C(NC(C=CN)=N)=O	1	Nitrile Amination
167_0	C(C=CN)#N	-1	Nitrile Amination
167_0	C#CC(N)=O	-1	Nitrile Amination
167_0	C#CC(NC(C=CN)=N)=O	1	Nitrile Amination
169_0	C(C(C#N)=C)#N	-1	Nitrile Amination
169_0	C(N)=N	-1	Nitrile Amination
169_0	C(C(C(NC=N)=N)=C)#N	1	Nitrile Amination
171_0	C(C(C#N)=C)#N	-1	Nitrile Amination
171_0	C#CC(N)=N	-1	Nitrile Amination
171_0	C(C(C(NC(C#C)=N)=N)=C)#N	1	Nitrile Amination
173_0	C(C(C#N)=C)#N	-1	Nitrile Amination
173_0	C(CN)#N	-1	Nitrile Amination
173_0	C(C(C(NCC#N)=N)=C)#N	1	Nitrile Amination
175_0	C(C(C#N)=C)#N	-1	Nitrile Amination
175_0	C(N)=O	-1	Nitrile Amination
175_0	C(C(C(NC=O)=N)=C)#N	1	Nitrile Amination
177_0	C(C(C#N)=C)#N	-1	Nitrile Amination
177_0	C#CC(N)=O	-1	Nitrile Amination
177_0	C(C(C(NC(C#C)=O)=N)=C)#N	1	Nitrile Amination
179_0	C(C=CC#N)#N	-1	Nitrile Amination
179_0	C(N)=N	-1	Nitrile Amination
179_0	C(C=CC(NC=N)=N)#N	1	Nitrile Amination
181_0	C(C=CC#N)#N	-1	Nitrile Amination
181_0	C#CC(N)=N	-1	Nitrile Amination
181_0	C(C=CC(NC(C#C)=N)=N)#N	1	Nitrile Amination
183_0	C(C=CC#N)#N	-1	Nitrile Amination
183_0	C(CN)#N	-1	Nitrile Amination
183_0	C(C=CC(NCC#N)=N)#N	1	Nitrile Amination
185_0	C(C=CC#N)#N	-1	Nitrile Amination
185_0	C(N)=O	-1	Nitrile Amination
185_0	C(C=CC(NC=O)=N)#N	1	Nitrile Amination
187_0	C(C=CC#N)#N	-1	Nitrile Amination
187_0	C#CC(N)=O	-1	Nitrile Amination
187_0	C(C=CC(NC(C#C)=O)=N)#N	1	Nitrile Amination
189_0	C(N)=N	-1	Nitrile Amination
189_0	C(C=N)#N	-1	Nitrile Amination
189_0	C(NC(C=N)=N)=N	1	Nitrile Amination
191_0	C(N)=N	-1	Nitrile Amination
191_0	C(CO)#N	-1	Nitrile Amination
191_0	C(NC(CO)=N)=N	1	Nitrile Amination
193_0	C(N)=N	-1	Nitrile Amination
193_0	C(CN)#N	-1	Nitrile Amination
193_0	C(NC(CN)=N)=N	1	Nitrile Amination
195_0	C#CC(N)=N	-1	Nitrile Amination
195_0	C(C=N)#N	-1	Nitrile Amination
195_0	C#CC(NC(C=N)=N)=N	1	Nitrile Amination
197_0	C#CC(N)=N	-1	Nitrile Amination
197_0	C(CO)#N	-1	Nitrile Amination
197_0	C#CC(NC(CO)=N)=N	1	Nitrile Amination
199_0	C#CC(N)=N	-1	Nitrile Amination
199_0	C(CN)#N	-1	Nitrile Amination
199_0	C#CC(NC(CN)=N)=N	1	Nitrile Amination
201_0	C(C=N)#N	-1	Nitrile Amination
201_0	C(CN)#N	-1	Nitrile Amination
201_0	C(CNC(C=N)=N)#N	1	Nitrile Amination
203_0	C(C=N)#N	-1	Nitrile Amination
203_0	C(N)=O	-1	Nitrile Amination
203_0	C(NC(C=N)=N)=O	1	Nitrile Amination
205_0	C(C=N)#N	-1	Nitrile Amination
205_0	C#CC(N)=O	-1	Nitrile Amination
205_0	C#CC(NC(C=N)=N)=O	1	Nitrile Amination
207_0	C(CO)#N	-1	Nitrile Amination
207_0	C(CN)#N	-1	Nitrile Amination
207_0	C(CNC(CO)=N)#N	1	Nitrile Amination
209_0	C(CO)#N	-1	Nitrile Amination
209_0	C(N)=O	-1	Nitrile Amination
209_0	C(NC(CO)=N)=O	1	Nitrile Amination
211_0	C(CO)#N	-1	Nitrile Amination
211_0	C#CC(N)=O	-1	Nitrile Amination
211_0	C#CC(NC(CO)=N)=O	1	Nitrile Amination
213_0	C(CN)#N	-1	Nitrile Amination
213_0	C(CN)#N	-1	Nitrile Amination
213_0	C(CNC(CN)=N)#N	1	Nitrile Amination
215_0	C(CN)#N	-1	Nitrile Amination
215_0	C(N)=O	-1	Nitrile Amination
215_0	C(NC(CN)=N)=O	1	Nitrile Amination
217_0	C(CN)#N	-1	Nitrile Amination
217_0	C#CC(N)=O	-1	Nitrile Amination
217_0	C#CC(NC(CN)=N)=O	1	Nitrile Amination
218_0	N	-1	Nitrile Amination
218_0	C(C(N)=C)#N	-1	Nitrile Amination
218_0	C=C(C(N)=N)N	1	Nitrile Amination
219_0	N	-1	Nitrile Amination
219_0	C(C=CN)#N	-1	Nitrile Amination
219_0	C(N)=CC(N)=N	1	Nitrile Amination
220_0	N	-1	Nitrile Amination
220_0	C(C(C#N)=C)#N	-1	Nitrile Amination
220_0	C(C(C(N)=N)=C)#N	1	Nitrile Amination
221_0	N	-1	Nitrile Amination
221_0	C(C=CC#N)#N	-1	Nitrile Amination
221_0	C(C=CC(N)=N)#N	1	Nitrile Amination
223_0	N	-1	Nitrile Amination
223_0	C(C=N)#N	-1	Nitrile Amination
223_0	C(C(N)=N)=N	1	Nitrile Amination
225_0	N	-1	Nitrile Amination
225_0	C(CO)#N	-1	Nitrile Amination
225_0	C(CO)(N)=N	1	Nitrile Amination
227_0	N	-1	Nitrile Amination
227_0	C(CN)#N	-1	Nitrile Amination
227_0	C(CN)(N)=N	1	Nitrile Amination
228_0	C#CC#N	-1	Nitrile Amination
228_0	C(C(N)=C)#N	-1	Nitrile Amination
228_0	C(C(NC(C#C)=N)=C)#N	1	Nitrile Amination
229_0	C#CC#N	-1	Nitrile Amination
229_0	C(C=CN)#N	-1	Nitrile Amination
229_0	C(C=CNC(C#C)=N)#N	1	Nitrile Amination
231_0	C#CC#N	-1	Nitrile Amination
231_0	C(N)=N	-1	Nitrile Amination
231_0	C#CC(NC=N)=N	1	Nitrile Amination
233_0	C#CC#N	-1	Nitrile Amination
233_0	C#CC(N)=N	-1	Nitrile Amination
233_0	C#CC(NC(C#C)=N)=N	1	Nitrile Amination
235_0	C#CC#N	-1	Nitrile Amination
235_0	C(CN)#N	-1	Nitrile Amination
235_0	C(CNC(C#C)=N)#N	1	Nitrile Amination
237_0	C#CC#N	-1	Nitrile Amination
237_0	C(N)=O	-1	Nitrile Amination
237_0	C#CC(NC=O)=N	1	Nitrile Amination
239_0	C#CC#N	-1	Nitrile Amination
239_0	C#CC(N)=O	-1	Nitrile Amination
239_0	C#CC(NC(C#C)=N)=O	1	Nitrile Amination
240_0	C#N	-1	Nitrile Amination
240_0	C(C(N)=C)#N	-1	Nitrile Amination
240_0	C(C(NC=N)=C)#N	1	Nitrile Amination
241_0	C#N	-1	Nitrile Amination
241_0	C(C=CN)#N	-1	Nitrile Amination
241_0	C(C=CNC=N)#N	1	Nitrile Amination
243_0	C#N	-1	Nitrile Amination
243_0	C(N)=N	-1	Nitrile Amination
243_0	C(NC=N)=N	1	Nitrile Amination
244_0	C#N	-1	Nitrile Amination
244_0	C#CC(N)=N	-1	Nitrile Amination
244_0	C#CC(NC=N)=N	1	Nitrile Amination
246_0	C#N	-1	Nitrile Amination
246_0	C(CN)#N	-1	Nitrile Amination
246_0	C(CNC=N)#N	1	Nitrile Amination
248_0	C#N	-1	Nitrile Amination
248_0	C(N)=O	-1	Nitrile Amination
248_0	C(NC=N)=O	1	Nitrile Amination
250_0	C#N	-1	Nitrile Amination
250_0	C#CC(N)=O	-1	Nitrile Amination
250_0	C#CC(NC=N)=O	1	Nitrile Amination
252_0	C#N	-1	CN addition to iminonitriles
252_0	C(C=N)#N	-1	CN addition to iminonitriles
252_0	C(C(C#N)N)#N	1	CN addition to iminonitriles
253_0	O	-1	Amide Hydrolysis
253_0	C(N)=O	-1	Amide Hydrolysis
253_0	N	1	Amide Hydrolysis
253_0	C(O)=O	1	Amide Hydrolysis
255_0	O	-1	Amide Hydrolysis
255_0	C#CC(N)=O	-1	Amide Hydrolysis
255_0	N	1	Amide Hydrolysis
255_0	C#CC(O)=O	1	Amide Hydrolysis
257_0	C#N	-1	Alkene Addition, CN
257_0	C(C(N)=C)#N	-1	Alkene Addition, CN
257_0	C(C(C#N)(C)N)#N	1	Alkene Addition, CN
259_0	C#N	-1	Alkene Addition, CN
259_0	C(C(N)=C)#N	-1	Alkene Addition, CN
259_0	C(CC(C#N)N)#N	1	Alkene Addition, CN
261_0	C#N	-1	Alkene Addition, CN
261_0	C(C=CN)#N	-1	Alkene Addition, CN
261_0	C(C(C#N)CN)#N	1	Alkene Addition, CN
262_0	C#N	-1	Alkene Addition, CN
262_0	C(C=CN)#N	-1	Alkene Addition, CN
262_0	C(CC(C#N)N)#N	1	Alkene Addition, CN
264_0	C#N	-1	Alkene Addition, CN
264_0	C(C(C#N)=C)#N	-1	Alkene Addition, CN
264_0	C(C(C#N)(C#N)C)#N	1	Alkene Addition, CN
266_0	C#N	-1	Alkene Addition, CN
266_0	C(C(C#N)=C)#N	-1	Alkene Addition, CN
266_0	C(C(C#N)CC#N)#N	1	Alkene Addition, CN
267_0	C#N	-1	Alkene Addition, CN
267_0	C(C=CC#N)#N	-1	Alkene Addition, CN
267_0	C(C(C#N)CC#N)#N	1	Alkene Addition, CN
268_0	O	-1	Deydration of Amines (inverse)
268_0	C(C(N)=C)#N	-1	Deydration of Amines (inverse)
268_0	C(C(CO)N)#N	1	Deydration of Amines (inverse)
268_1	O	-1	Hydration of C=C(O)
268_1	C(C(N)=C)#N	-1	Hydration of C=C(O)
268_1	C(C(CO)N)#N	1	Hydration of C=C(O)
270_0	O	-1	Deydration of Amines (inverse)
270_0	C(C=CN)#N	-1	Deydration of Amines (inverse)
270_0	C(C(CN)O)#N	1	Deydration of Amines (inverse)
270_1	O	-1	Hydration of C=C(O)
270_1	C(C=CN)#N	-1	Hydration of C=C(O)
270_1	C(C(CN)O)#N	1	Hydration of C=C(O)
272_0	O	-1	Hydration of C=C(O)
272_0	C(C(C#N)=C)#N	-1	Hydration of C=C(O)
272_0	C(C(C#N)(C)O)#N	1	Hydration of C=C(O)
274_0	O	-1	Hydration of C=C(O)
274_0	C(C(C#N)=C)#N	-1	Hydration of C=C(O)
274_0	C(C(C#N)CO)#N	1	Hydration of C=C(O)
276_0	O	-1	Hydration of C=C(O)
276_0	C(C=CC#N)#N	-1	Hydration of C=C(O)
276_0	C(CC(C#N)O)#N	1	Hydration of C=C(O)
278_0	O	-1	Enamine Hydration and Elimination
278_0	C(C(N)=C)#N	-1	Enamine Hydration and Elimination
278_0	N	1	Enamine Hydration and Elimination
278_0	C(C(C)=O)#N	1	Enamine Hydration and Elimination
280_0	O	-1	Enamine Hydration and Elimination
280_0	C(C=CN)#N	-1	Enamine Hydration and Elimination
280_0	N	1	Enamine Hydration and Elimination
