77_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C=O)O)O)=O', 'C(C)=O']	Retro Aldol
78_0	['C(CO)=O']	['C(CO)=O']	Keto-enol migration twice
80_0	['C(C(C(CO)O)O)=O']	['C(CO)(C(CO)O)=O']	Keto-enol migration twice
81_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Keto-enol migration twice
83_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Keto-enol migration twice
85_0	['C(CC(C(C(CO)O)O)=O)=O']	['C(CC(C(C(CO)O)=O)O)=O']	Keto-enol migration twice
87_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(CO)=O)(CC(CO)O)=O']	Keto-enol migration twice
89_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(CC(CO)O)O)=O)=O']	Keto-enol migration twice
91_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CO)O)(CC(CO)=O)=O']	Keto-enol migration twice
93_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CC(C(CO)=O)O)O)=O']	Keto-enol migration twice
95_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(CCO)(C(C(CO)=O)O)=O']	Keto-enol migration twice
97_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(CCO)O)=O)O)=O']	Keto-enol migration twice
99_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(CO)(C(CC(CO)=O)O)=O']	Keto-enol migration twice
101_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(CC(C=O)O)O)O)=O']	Keto-enol migration twice
103_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C)(C(C(C(CO)=O)O)O)=O']	Keto-enol migration twice
105_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C=O)O)O)(C(C)O)=O']	Keto-enol migration twice
107_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CC(C(C(CO)=O)O)O)=O']	Keto-enol migration twice
109_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CO)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)O']	Cannizarro 2, glucose (oxidation)
111_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)O']	Cannizarro 2, glucose (oxidation)
113_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)(CC(C(CO)O)O)=O']	Cannizarro 2, glucose (oxidation)
115_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)(CCO)=O']	Cannizarro 2, glucose (oxidation)
117_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(CO)O)(CC(CO)O)=O']	Cannizarro 2, glucose (oxidation)
118_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(CO)O)(CC(CO)O)=O']	Cannizarro 2, glucose (oxidation)
119_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)(CCO)=O']	Cannizarro 2, glucose (oxidation)
120_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)(CC(C(CO)O)O)=O']	Cannizarro 2, glucose (oxidation)
122_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C)(C(C(C(CO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)
124_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CC(C(C(CO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)
126_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(C(CCO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)
128_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CO)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CO)(O)=O']	Cannizarro 2, glucose (reduction)
130_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CO)O)O)(O)=O']	Cannizarro 2, glucose (reduction)
132_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	Cannizarro 2, glucose (reduction)
134_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	Cannizarro 2, glucose (reduction)
136_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CC(CO)O)=O)O)(O)=O']	Cannizarro 2, glucose (reduction)
138_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	Cannizarro 2, glucose (reduction)
140_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	Cannizarro 2, glucose (reduction)
142_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)
144_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)
146_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	Cannizarro 2, glucose (reduction)
148_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(C=O)O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)
150_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)O)=O']	Knoevenagel C
150_1	['C(CC(C=O)O)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)O)=O']	Knoevenagel H
152_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1(C(C(CC1O)O)O)O)=O']	Knoevenagel C
152_1	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1(C(C(CC1O)O)O)O)=O']	Knoevenagel H
154_0	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel C
154_1	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel H
155_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['C(C(C(CO)O)O)=O', 'C(CO)(O)=O']	Knoevenagel H (inv)
156_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(CCO)=O)=O']	Elimination + enol to keto
157_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(CO)=O)=O']	Elimination + enol to keto
158_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(C(C)=O)O)=O']	Elimination + enol to keto
159_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(C=O)O)=O']	Elimination + enol to keto
160_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)=O)(CC(CO)O)=O']	Elimination + enol to keto
161_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(CO)=O)=O']	Elimination + enol to keto
162_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(CO)=O)O)=O']	Elimination + enol to keto
163_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CO)(C(CC(CO)=O)O)=O']	Elimination + enol to keto
164_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(C(C(CO)=O)O)O)=O']	Elimination + enol to keto
165_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(CO)=O)O)O)=O']	Elimination + enol to keto
166_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto
167_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto
168_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)O)=O)O)(O)=O']	Elimination + enol to keto
169_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	Elimination + enol to keto
170_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	Elimination + enol to keto
171_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	Elimination + enol to keto
172_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	Elimination + enol to keto
173_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	Elimination + enol to keto
174_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CC(C(C(CO)O)O)O)=O']	Elimination + enol to keto
175_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C)(C(C(C(CO)O)O)O)=O']	Elimination + enol to keto
176_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CO)(CC(C(CO)O)O)=O']	Elimination + enol to keto
177_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(C(CO)O)O)(CCO)=O']	Elimination + enol to keto
178_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(CO)O)(CC(CO)O)=O']	Elimination + enol to keto
180_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CCO)(CC(C=O)=O)=O']	Elimination + enol to keto
182_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CO)(CCC(C=O)=O)=O']	Elimination + enol to keto
184_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C)(C(CC(C=O)=O)O)=O']	Elimination + enol to keto
186_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(C=O)=O)O)=O']	Elimination + enol to keto
188_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CCO)=O)=O)=O']	Elimination + enol to keto
190_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto
192_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)=O']	Elimination + enol to keto
194_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto
196_0	['C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C=O)O)(CC(C)=O)=O']	Elimination + enol to keto
198_0	['C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CCC=O)=O)O)=O']	Elimination + enol to keto
200_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)=O']	Elimination + enol to keto
202_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(CC(C=O)O)=O)=O']	Elimination + enol to keto
203_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CCO)(CC(C=O)=O)=O']	Elimination + enol to keto
204_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CC(C(CCO)=O)=O)=O']	Elimination + enol to keto
205_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CO)(CCC(C=O)=O)=O']	Elimination + enol to keto
206_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto
207_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C)(C(CC(C=O)=O)O)=O']	Elimination + enol to keto
208_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)=O']	Elimination + enol to keto
209_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C=O)O)(CC(C)=O)=O']	Elimination + enol to keto
210_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)=O']	Elimination + enol to keto
211_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(CC(C=O)=O)O)=O']	Elimination + enol to keto
212_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto
213_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(C(C(CCC=O)=O)O)=O']	Elimination + enol to keto
214_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(CC(C=O)O)=O)=O']	Elimination + enol to keto
216_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO)O)O1)O)=O']	Elimination + enol to keto
218_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(C(CO)O)C1O)=O']	Elimination + enol to keto
220_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OC(C(CO)O)C1)=O']	Elimination + enol to keto
222_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(CO)O)OC(C1)O)=O']	Elimination + enol to keto
224_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C(C)(C1C(C(C(O1)O)O)O)=O']	Elimination + enol to keto
226_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C(CC1C(C(C(O)O1)O)O)=O']	Elimination + enol to keto
228_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO)O1)O)O)=O']	Elimination + enol to keto
230_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(CO)C(C1O)O)=O']	Elimination + enol to keto
232_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OC(CO)C(C1)O)=O']	Elimination + enol to keto
234_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(CO)OC(C1)O)O)=O']	Elimination + enol to keto
236_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(O)OC(CO)C1)O)=O']	Elimination + enol to keto
238_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(CO)OC(C(C1)O)O)=O']	Elimination + enol to keto
240_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO1)O)O)O)=O']	Elimination + enol to keto
242_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COCC(C(C1O)O)O)=O']	Elimination + enol to keto
244_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OCC(C(C1)O)O)=O']	Elimination + enol to keto
246_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(COC(C1)O)O)O)=O']	Elimination + enol to keto
248_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(O)OCC(C1)O)O)=O']	Elimination + enol to keto
250_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(COC(C(C1)O)O)O)=O']	Elimination + enol to keto
252_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(C(O)OCC1)O)O)=O']	Elimination + enol to keto
254_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(C(C(C1)O)O)O)=O']	Elimination + enol to keto
256_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C(CO)O)=CC(C=O)=O']	Elimination2
258_0	['C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(C=CCO)=O)O)=O']	Elimination2
260_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C=CC(C(CO)O)=O)=O']	Elimination2
262_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C(C=C)=O)O)O)=O']	Elimination2
264_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(C=CC(CO)=O)O)=O']	Elimination2
266_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(C(C(C=CC=O)O)O)=O']	Elimination2
267_0	['O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
268_0	['O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Hydration of C(=O)C
269_0	['O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
270_0	['O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
271_0	['O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
272_0	['O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
273_0	['O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
274_0	['O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
275_0	['O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
277_0	['C(C(C(CO)O)O)=O']	['C1C(C(C(O)O1)O)O']	Hemiacetal Formation for 5 membered rings
279_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C1(C(C(C(CO)O1)O)O)O)O']	Hemiacetal Formation for 5 membered rings
280_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(C(CO)O)C1)=O']	Hemiacetal Formation for 5 membered rings
282_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C1(CC(C(CO)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings
283_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(CO)O)OC(C1)O)=O']	Hemiacetal Formation for 5 membered rings
