53_1	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(CO)(CO)=O', 'C(C(CO)O)=O']	Knoevenagel H (inv)
55_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['C(C(CO)O)=O', 'C(CO)(CN)=O']	Retro Aldol
55_1	['C(CN)(C(C(C(CO)O)O)O)=O']	['C(C(CO)O)=O', 'C(CO)(CN)=O']	Knoevenagel H (inv)
57_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C(CO)O)=O', 'C(C(C)=O)=O']	Retro Aldol
59_0	['C(CC(C(C(CO)O)O)=O)=O']	['C(CO)=O', 'C(CC(CO)=O)=O']	Retro Aldol
59_1	['C(CC(C(C(CO)O)O)=O)=O']	['C(CO)=O', 'C(CC(CO)=O)=O']	Knoevenagel H (inv)
61_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(CO)=O', 'C(C(C(C)=O)O)=O']	Retro Aldol
64_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C=O)=O', 'C(C)(C(CO)O)=O']	Retro Aldol
67_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CC(CO)=O)O)=O', 'C=O']	Retro Aldol
67_1	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CC(CO)=O)O)=O', 'C=O']	Knoevenagel H (inv)
69_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(CO)=O', 'C(C(CCO)=O)=O']	Retro Aldol
69_1	['C(C(C(C=O)O)O)(CCO)=O']	['C(CO)=O', 'C(C(CCO)=O)=O']	Knoevenagel H (inv)
71_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(C=O)=O', 'C(CO)(CCO)=O']	Retro Aldol
71_1	['C(C(C(C=O)O)O)(CCO)=O']	['C(C=O)=O', 'C(CO)(CCO)=O']	Knoevenagel H (inv)
73_0	['C(C(C(C=O)O)O)(CCO)=O']	['C=O', 'C(C(C(C(C)=O)O)O)=O']	Retro Aldol
74_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(CO)=O', 'C(CC(CO)=O)=O']	Retro Aldol
74_1	['C(C(C(CC(CO)=O)O)O)=O']	['C(CO)=O', 'C(CC(CO)=O)=O']	Knoevenagel H (inv)
77_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C(C=O)O)=O', 'C(C)(CO)=O']	Retro Aldol
78_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(CO)=O', 'C(C(C(C)=O)O)=O']	Retro Aldol
78_1	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(CO)=O', 'C(C(C(C)=O)O)=O']	Knoevenagel H (inv)
79_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C=O)O)=O', 'C(C)(CO)=O']	Retro Aldol
79_1	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C=O)O)=O', 'C(C)(CO)=O']	Knoevenagel H (inv)
81_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CO)=O', 'C(CC(C=O)O)=O']	Retro Aldol
81_1	['C(CC(C(C(C=O)O)O)O)=O']	['C(CO)=O', 'C(CC(C=O)O)=O']	Knoevenagel H (inv)
84_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C=O)O)O)=O', 'C(C)=O']	Retro Aldol
85_0	['C(CO)=O']	['C(CO)=O']	Keto-enol migration twice
87_0	['C(C(C(CO)O)O)=O']	['C(CO)(C(CO)O)=O']	Keto-enol migration twice
88_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Keto-enol migration twice
90_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Keto-enol migration twice
92_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['C(C(C(CO)O)O)(C(CN)O)=O']	Keto-enol migration twice
94_0	['C(CC(C(C(CO)O)O)=O)=O']	['C(CC(C(C(CO)O)=O)O)=O']	Keto-enol migration twice
96_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(CO)=O)(CC(CO)O)=O']	Keto-enol migration twice
98_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(CC(CO)O)O)=O)=O']	Keto-enol migration twice
100_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CO)O)(CC(CO)=O)=O']	Keto-enol migration twice
102_0	['C(CC(C=O)O)(C(CO)O)=O']	['C(C(CC(C(CO)=O)O)O)=O']	Keto-enol migration twice
104_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(CCO)(C(C(CO)=O)O)=O']	Keto-enol migration twice
106_0	['C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(CCO)O)=O)O)=O']	Keto-enol migration twice
108_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(CO)(C(CC(CO)=O)O)=O']	Keto-enol migration twice
110_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(CC(C=O)O)O)O)=O']	Keto-enol migration twice
112_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C)(C(C(C(CO)=O)O)O)=O']	Keto-enol migration twice
114_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C=O)O)O)(C(C)O)=O']	Keto-enol migration twice
116_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CC(C(C(CO)=O)O)O)=O']	Keto-enol migration twice
118_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['C(CO)(C(C(C(CO)O)O)N)=O']	Keto-enol migration twice
120_0	['N', 'C(CO)=O']	['O', 'C(CN)=O']	Amadori/Heyns Rearrangement
122_0	['N', 'C(C(C(CO)O)O)=O']	['O', 'C(CN)(C(CO)O)=O']	Amadori/Heyns Rearrangement
124_0	['N', 'C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(C(C(C(CO)O)O)O)N)=O']	Amadori/Heyns Rearrangement
126_0	['N', 'C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(C(CO)O)O)(C(CO)N)=O']	Amadori/Heyns Rearrangement
128_0	['N', 'C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(C(CO)O)O)(C(CN)N)=O']	Amadori/Heyns Rearrangement
130_0	['N', 'C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(CO)O)=O)N)=O']	Amadori/Heyns Rearrangement
132_0	['N', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(CN)=O)(CC(CO)O)=O']	Amadori/Heyns Rearrangement
134_0	['N', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CC(CO)O)N)=O)=O']	Amadori/Heyns Rearrangement
136_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C(CO)O)(CC(CN)=O)=O']	Amadori/Heyns Rearrangement
138_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C(CC(C(CO)=O)N)O)=O']	Amadori/Heyns Rearrangement
140_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CCO)(C(C(CN)=O)O)=O']	Amadori/Heyns Rearrangement
142_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C(CCO)N)=O)O)=O']	Amadori/Heyns Rearrangement
144_0	['N', 'C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CN)(C(CC(CO)=O)O)=O']	Amadori/Heyns Rearrangement
146_0	['N', 'C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(CC(C(C=O)O)O)N)=O']	Amadori/Heyns Rearrangement
148_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C)(C(C(C(CN)=O)O)O)=O']	Amadori/Heyns Rearrangement
150_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C(C=O)O)O)(C(C)N)=O']	Amadori/Heyns Rearrangement
152_0	['N', 'C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(C(CN)=O)O)O)=O']	Amadori/Heyns Rearrangement
154_0	['N', 'C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(CN)(C(C(C(CO)O)O)N)=O']	Amadori/Heyns Rearrangement
156_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CO)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)O']	Cannizarro 2, glucose (oxidation)
158_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)O']	Cannizarro 2, glucose (oxidation)
160_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)(CC(C(CO)O)O)=O']	Cannizarro 2, glucose (oxidation)
162_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)(CCO)=O']	Cannizarro 2, glucose (oxidation)
164_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(CO)O)(CC(CO)O)=O']	Cannizarro 2, glucose (oxidation)
165_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(CO)O)(CC(CO)O)=O']	Cannizarro 2, glucose (oxidation)
166_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(CO)O)O)(CCO)=O']	Cannizarro 2, glucose (oxidation)
167_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CO)(CC(C(CO)O)O)=O']	Cannizarro 2, glucose (oxidation)
169_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C)(C(C(C(CO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)
171_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(CC(C(C(CO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)
173_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(C(CCO)O)O)O)=O']	Cannizarro 2, glucose (oxidation)
175_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)N)O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O', 'C(C(C(C(C(CO)O)N)O)O)O']	Cannizarro 2, glucose (oxidation)
177_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CO)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CO)(O)=O']	Cannizarro 2, glucose (reduction)
179_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CO)O)O)(O)=O']	Cannizarro 2, glucose (reduction)
181_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	Cannizarro 2, glucose (reduction)
183_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	Cannizarro 2, glucose (reduction)
185_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CC(CO)O)=O)O)(O)=O']	Cannizarro 2, glucose (reduction)
187_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	Cannizarro 2, glucose (reduction)
189_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	Cannizarro 2, glucose (reduction)
191_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)
193_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)
195_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	Cannizarro 2, glucose (reduction)
197_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(CC(C(C(C=O)O)O)O)(O)=O']	Cannizarro 2, glucose (reduction)
199_0	['O', 'C(C(C(C(C(CO)O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)N)O)=O']	['C(C(C(C(C(CO)O)O)O)O)O', 'C(C(C(C(C(CO)O)O)N)O)(O)=O']	Cannizarro 2, glucose (reduction)
201_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)O)=O']	Knoevenagel C
201_1	['C(CC(C=O)O)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)O)=O']	Knoevenagel H
203_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1(C(C(CC1O)O)O)O)=O']	Knoevenagel C
203_1	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1(C(C(CC1O)O)O)O)=O']	Knoevenagel H
205_0	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel C
205_1	['C(CO)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(CO)O)(C(CO)O)O)=O']	Knoevenagel H
206_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['C(C(C(CO)O)O)=O', 'C(CO)(O)=O']	Knoevenagel H (inv)
207_0	['N', 'C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CO)(C(C(C(CO)O)O)N)=O']	Amadori Rearrangement
208_0	['N', 'C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CN)(C(C(C(CO)O)O)N)=O']	Amadori Rearrangement
210_0	['N', 'C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(CO)O)N)=O)=O']	Amadori Rearrangement
212_0	['N', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CC(CO)O)=O)N)=O']	Amadori Rearrangement
214_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)O)(C(CO)N)=O']	Amadori Rearrangement
216_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C=O)O)N)(CCO)=O']	Amadori Rearrangement
216_1	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C=O)O)N)(CCO)=O']	Mannich Addition
218_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C(C(C(C)=O)N)O)O)=O']	Amadori Rearrangement
219_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(CCO)=O)=O']	Elimination + enol to keto
220_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(CO)=O)=O']	Elimination + enol to keto
221_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(C(C)=O)O)=O']	Elimination + enol to keto
222_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(C=O)O)=O']	Elimination + enol to keto
223_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)=O)(CC(CO)O)=O']	Elimination + enol to keto
224_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(CO)=O)=O']	Elimination + enol to keto
225_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(CO)=O)O)=O']	Elimination + enol to keto
226_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CO)(C(CC(CO)=O)O)=O']	Elimination + enol to keto
227_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(C(C(CO)=O)O)O)=O']	Elimination + enol to keto
228_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(CO)=O)O)O)=O']	Elimination + enol to keto
229_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CN)=O)(CC(CO)O)=O']	Elimination + enol to keto
230_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(CN)=O)=O']	Elimination + enol to keto
231_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(CN)=O)O)=O']	Elimination + enol to keto
232_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CN)(C(CC(CO)=O)O)=O']	Elimination + enol to keto
233_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(C(C(CN)=O)O)O)=O']	Elimination + enol to keto
234_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(CN)=O)O)O)=O']	Elimination + enol to keto
235_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto
236_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto
237_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)O)=O)O)(O)=O']	Elimination + enol to keto
238_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	Elimination + enol to keto
239_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	Elimination + enol to keto
240_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	Elimination + enol to keto
241_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	Elimination + enol to keto
242_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	Elimination + enol to keto
243_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CC(C(C(CO)O)O)O)=O']	Elimination + enol to keto
244_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C)(C(C(C(CO)O)O)O)=O']	Elimination + enol to keto
245_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CO)(CC(C(CO)O)O)=O']	Elimination + enol to keto
246_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(C(CO)O)O)(CCO)=O']	Elimination + enol to keto
247_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(CO)O)(CC(CO)O)=O']	Elimination + enol to keto
249_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CCO)(CC(C=O)=O)=O']	Elimination + enol to keto
251_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CO)(CCC(C=O)=O)=O']	Elimination + enol to keto
253_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C)(C(CC(C=O)=O)O)=O']	Elimination + enol to keto
255_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(C=O)=O)O)=O']	Elimination + enol to keto
257_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CCO)=O)=O)=O']	Elimination + enol to keto
259_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto
261_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)=O']	Elimination + enol to keto
263_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto
265_0	['C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C=O)O)(CC(C)=O)=O']	Elimination + enol to keto
267_0	['C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CCC=O)=O)O)=O']	Elimination + enol to keto
269_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)=O']	Elimination + enol to keto
271_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(CC(C=O)O)=O)=O']	Elimination + enol to keto
272_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CCO)(CC(C=O)=O)=O']	Elimination + enol to keto
273_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CC(C(CCO)=O)=O)=O']	Elimination + enol to keto
274_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CO)(CCC(C=O)=O)=O']	Elimination + enol to keto
275_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto
276_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C)(C(CC(C=O)=O)O)=O']	Elimination + enol to keto
277_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)=O']	Elimination + enol to keto
278_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C=O)O)(CC(C)=O)=O']	Elimination + enol to keto
279_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)=O']	Elimination + enol to keto
