Generation	Smiles	Inchi	Energy	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms 	VDW Volume	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	Heteroatoms/Carbons	H/C	O/C	ESOL
G2	C1(C(C(C(C1CO)O)O)O)=O	LKUVPWZWJWOYKB	53.457	-2.2121	0.012	5	4	97.99	0.4365	5	148.37	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	1.2242444430528143
G2	C1(C(C(C(C(C1)O)O)O)O)=O	GZYCZKBRQBKGJW	615.844	-2.0648	-0.206	5	4	97.99	1.6461	5	152.64	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	1.1151043592782783
G2	C(C1C(C(C(C1O)O)O)O)=O	FWWLBYLLLIZJAL	58.6087	-2.5681	-0.152	5	4	97.99	-2.9812	5	148.62	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	1.2254311213765596
G2	C(CO)(C(CO)O)=O	UQPHVQVXLPRNCX	61.7703	-2.0422	0.237	4	3	77.76	1.2188	4	112.68	120.04225873600001	C4H8O4	4	8	4	1.0	2.0	1.0	1.0339849071589513
G2	C(C(C(CO)O)O)(C(CN)O)=O	BPJVQNJYFQFSLO	95.9765	-3.5748	0.419	6	5	124.01	0.077742	6	171.48	179.079372516	C6H13NO5	6	13	5	1.0	2.1666666666666665	0.8333333333333334	1.6231469431489
G2	C(CC(C(C(CO)O)=O)O)=O	ZJCIIXYSVSASQO	53.5581	-2.3675	-0.119	5	3	94.83	-1.2863	5	152.31	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7943070996310865
G2	C(C(CO)=O)(CC(CO)O)=O	OKVIFNQBEGMUGM	50.7285	-2.1864	0.045	5	3	94.83	-7.9949	5	151.96	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7931204213073412
G2	C(C(C(CC(CO)O)O)=O)=O	LZWSFTUENIWOJY	64.7371	-2.3675	-0.119	5	3	94.83	-5.906	5	153.54	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7943070996310865
G2	C(C(CO)O)(CC(CO)=O)=O	JVFNKFJEKRIBEO	46.4767	-2.1864	0.045	5	3	94.83	-7.1275	5	153.48	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7931204213073412
G2	C(C(CC(C(CO)=O)O)O)=O	IIVQAABKLUTFMY	65.1291	-2.3675	-0.119	5	3	94.83	-1.503	5	154.16	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7943070996310865
G2	C(CCO)(C(C(CO)=O)O)=O	RWEGJCQFZKJRNT	53.4177	-2.1864	0.045	5	3	94.83	-0.24532	5	154.64	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7931204213073412
G2	C(C(C(C(CCO)O)=O)O)=O	KQLFTMYZWPHWPS	60.0851	-2.3675	-0.119	5	3	94.83	-3.2446	5	153.24	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7943070996310865
G2	C(CO)(C(CC(CO)=O)O)=O	QORDBZPIKABGJM	51.3222	-2.1864	0.045	5	3	94.83	-0.64991	5	151.42	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7931204213073412
G2	C(C(C(CC(C=O)O)O)O)=O	ZAZMXMODCOTURY	58.9223	-2.5486	-0.283	5	3	94.83	-3.4916	5	154.05	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7954937779548318
G2	C(C)(C(C(C(CO)=O)O)O)=O	KFHNTUHHTDAEOF	73.2813	-2.2815	-0.063	5	3	94.83	1.7739	5	152.53	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7908555540651285
G2	C(C(C(C=O)O)O)(C(C)O)=O	LLJOTQMGGPLNOO	79.4675	-2.4626	-0.227	5	3	94.83	-2.9726	5	153.74	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7920422323888741
G2	C(CC(C(C(CO)=O)O)O)=O	DPJVCISCLBZLDP	60.8729	-2.3675	-0.119	5	3	94.83	-0.51952	5	153.7	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.7943070996310865
G2	C(CO)(C(C(C(CO)O)O)N)=O	WENKHRNUXJHGLX	106.98	-3.5748	0.419	6	5	124.01	-0.75272	6	172.49	179.079372516	C6H13NO5	6	13	5	1.0	2.1666666666666665	0.8333333333333334	1.6231469431488998
G2	C(CN)(C(CO)O)=O	WZDHWMRAASHPBX	72.9896	-2.44	0.161	4	3	83.55	0.16273	4	119.27	119.058243148	C4H9NO3	4	9	3	1.0	2.25	0.75	1.06541321457509
G2	C(C(C(C(C(CO)O)O)O)N)=O	FZHXIRIBWMQPQF	110.945	-3.7559	0.255	6	5	124.01	-1.7276	6	174.11	179.079372516	C6H13NO5	6	13	5	1.0	2.1666666666666665	0.8333333333333334	1.6243336214726452
G2	C(C(C(CO)O)O)(C(CO)N)=O	GVVRLZJIZJWSMN	113.977	-3.5748	0.419	6	5	124.01	-5.0801	6	172.69	179.079372516	C6H13NO5	6	13	5	1.0	2.1666666666666665	0.8333333333333334	1.6231469431489
G2	C(C(C(CO)O)O)(C(CN)N)=O	QXIZHCOANVTGFW	124.957	-3.9726	0.343	6	5	129.8	-2.0484	6	176.07	178.095356928	C6H14N2O4	6	14	4	1.0	2.3333333333333335	0.6666666666666666	1.6545752505650377
G2	C(CC(C(C(CO)O)=O)N)=O	QQXFGEUJKYXWND	73.3754	-2.7653	-0.195	5	3	100.62	-5.3195	5	157.78	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472248
G2	C(C(CN)=O)(CC(CO)O)=O	QXITZEVATLWTSU	68.1826	-2.5842	-0.031	5	3	100.62	-8.8018	5	157.24	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8245487287234793
G2	C(C(C(CC(CO)O)N)=O)=O	AKPTYEPQBXADSU	83.2104	-2.7653	-0.195	5	3	100.62	-9.7904	5	157.7	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472248
G2	C(C(CO)O)(CC(CN)=O)=O	NYUCQZKJTPTIPO	60.0829	-2.5842	-0.031	5	3	100.62	-4.7904	5	159.25	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8245487287234795
G2	C(C(CC(C(CO)=O)N)O)=O	KKYLFHXPUXAHIL	72.5387	-2.7653	-0.195	5	3	100.62	-5.7325	5	157.21	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472248
G2	C(CCO)(C(C(CN)=O)O)=O	TWFHIZFWGIYXLI	72.9243	-2.5842	-0.031	5	3	100.62	-1.1814	5	159.29	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8245487287234797
G2	C(C(C(C(CCO)N)=O)O)=O	CWMKSPUMOZECES	73.4435	-2.7653	-0.195	5	3	100.62	-7.3126	5	158.5	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472246
G2	C(CN)(C(CC(CO)=O)O)=O	FQEIXDZDGYVPNN	71.7918	-2.5842	-0.031	5	3	100.62	-0.88726	5	157.08	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8245487287234793
G2	C(C(CC(C(C=O)O)O)N)=O	VPDIKTZDHYWIDA	68.0027	-2.9464	-0.359	5	3	100.62	-3.2876	5	158.1	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8269220853709701
G2	C(C)(C(C(C(CN)=O)O)O)=O	SQOIZOFSPPKOGH	86.9095	-2.6793	-0.139	5	3	100.62	0.94331	5	157.9	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8222838614812666
G2	C(C(C(C=O)O)O)(C(C)N)=O	OXDBNSYDHCFGAE	88.0375	-2.8604	-0.303	5	3	100.62	-2.5615	5	158.27	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8234705398050124
G2	C(CC(C(C(CN)=O)O)O)=O	RWAJAMVSHPQTTE	74.0406	-2.7653	-0.195	5	3	100.62	-1.3709	5	158.86	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472246
G2	C(CN)(C(C(C(CO)O)O)N)=O	YHSJBTWEGHPLNL	127.761	-3.9726	0.343	6	5	129.8	-1.5222	6	176.45	178.095356928	C6H14N2O4	6	14	4	1.0	2.3333333333333335	0.6666666666666666	1.654575250565038
G2	C(C(C(CO)O)O)O	UNXHWFMMPAWVPI	67.858	-2.011	0.288	4	4	80.92	-1.1346	4	120.57	122.0579088	C4H10O4	4	10	4	1.0	2.5	1.0	1.1750678323322115
G2	C(CO)(CC(C(CO)O)O)=O	OXFWZSUJNURRMW	56.5248	-2.1552	0.096	5	4	97.99	-1.6379	5	159.41	164.068473484	C6H12O5	6	12	5	0.8333333333333334	2.0	0.8333333333333334	0.9342033464806013
G2	C(C(C(CO)O)O)(CCO)=O	MSERTCQRMJDWLM	51.537	-2.1552	0.096	5	4	97.99	-1.4929	5	159.65	164.068473484	C6H12O5	6	12	5	0.8333333333333334	2.0	0.8333333333333334	0.9342033464806009
G2	C(C(CO)O)(CC(CO)O)=O	ZFKOVTBOKTVFNN	53.8471	-2.1552	0.096	5	4	97.99	-3.0105	5	159.52	164.068473484	C6H12O5	6	12	5	0.8333333333333334	2.0	0.8333333333333334	0.9342033464806007
G2	C(C)(C(C(C(CO)O)O)O)=O	IXDZFGATLNCIOI	80.4735	-2.2503	-0.012	5	4	97.99	0.97333	5	158.77	164.068473484	C6H12O5	6	12	5	0.8333333333333334	2.0	0.8333333333333334	0.9319384792383885
G2	C(CC(C(C(CO)O)O)O)=O	VRYALKFFQXWPIH	85.4785	-2.3363	-0.068	5	4	97.99	-2.1384	5	157.76	164.068473484	C6H12O5	6	12	5	0.8333333333333334	2.0	0.8333333333333334	0.9353900248043464
G2	C(C(C(C(CCO)O)O)O)=O	QITFYRWXWLBOON	85.9222	-2.3363	-0.068	5	4	97.99	-4.2599	5	161.54	164.068473484	C6H12O5	6	12	5	0.8333333333333334	2.0	0.8333333333333334	0.9353900248043464
G2	C(C(C(C(C(CO)O)N)O)O)O	UFVAKBOWVFHGBO	104.474	-3.5436	0.47	6	6	127.17	0.074695	6	179.43	181.09502258	C6H15NO5	6	15	5	1.0	2.5	0.8333333333333334	1.7642298683221593
G2	C(C(C(CO)O)O)(O)=O	JPIJQSOTBSSVTP	55.6728	-2.3606	0.306	5	4	97.99	0.99073	5	119.54	136.037173356	C4H8O5	4	8	5	1.25	2.0	1.25	1.0141293757381682
G2	C1(CC(C(C1(CO)O)O)O)=O	OOMLFVGHKQXLAI	83.3414	-2.1834	0.063	5	4	97.99	1.5908	5	149.54	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	1.117369226520491
G2	C(C1(C(C(CC1O)O)O)O)=O	KTMZJGYSSGDOQI	83.7611	-2.5394	-0.101	5	4	97.99	-1.9574	5	145.89	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	1.1185559048442364
G2	C(CC(C(C(CO)O)N)=O)=O	LNCPBFQXTAGTEN	54.8081	-2.7653	-0.195	5	3	100.62	-3.4704	5	158.25	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472248
G2	C(C(C(CC(CO)O)=O)N)=O	AEIDOSPMECBBFD	65.1356	-2.7653	-0.195	5	3	100.62	-7.6432	5	158.58	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.825735407047225
G2	C(CC(C=O)O)(C(CO)N)=O	AHIYIUNMGXQPLE	63.1112	-2.7653	-0.195	5	3	100.62	-7.441	5	160.11	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472253
G2	C(C(C(C=O)O)N)(CCO)=O	QWEHPYRKIXUATR	83.0835	-2.7653	-0.195	5	3	100.62	-5.2886	5	160.35	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.825735407047225
G2	C(C(C(C(C(C)=O)N)O)O)=O	IQUYTNXYQLFGFJ	86.8627	-2.8604	-0.303	5	3	100.62	-5.2603	5	157.31	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.823470539805012
G2	C(C(C(CC(CO)=O)N)O)=O	CCNHXUOYTNIIJI	68.3502	-2.7653	-0.195	5	3	100.62	-4.036	5	157.91	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472248
G2	C(C(C(C(C(C)=O)O)N)O)=O	MEFFHISDEHXYIV	94.9505	-2.8604	-0.303	5	3	100.62	-1.0901	5	159.99	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8234705398050122
G2	C(CC(C(C(C=O)O)N)O)=O	XEBRCGAKPBATGG	61.4726	-2.9464	-0.359	5	3	100.62	-1.534	5	157.42	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8269220853709701
G2	C1(CC(C(C(CO)O)O1)O)=O	WIKTYYPIOVPRBF	37.3529	-2.0417	-0.316	5	3	86.99	-1.6028	5	146.77	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6672129828347552
G2	C1(COC(C(CO)O)C1O)=O	QMKUJGYJIQIANY	91.658	-2.1839	0.014	5	3	86.99	0.90308	5	148.0	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.9250188486684517
G2	C1(C(O)OC(C(CO)O)C1)=O	CTMYXQCRPPOKCU	47.5371	-1.6823	-0.199	5	3	86.99	-0.46531	5	149.14	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6672129828347554
G2	C1(C(C(CO)O)OC(C1)O)=O	GONGZWHRWCYDTA	26.5492	-1.6823	-0.199	5	3	86.99	0.032236	5	148.95	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6672129828347554
G2	C(C)(C1C(C(C(O1)O)O)O)=O	VTYZWSTWPSLGHX	380.492	-1.7826	-0.307	5	3	86.99	-1.7788	5	149.57	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6649481155925424
G2	C(CC1C(C(C(O)O1)O)O)=O	FSEGFALCGGGEPO	71.1674	-1.8686	-0.363	5	3	86.99	-4.3523	5	151.73	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6683996611585005
G2	C1(CC(C(C(CO)O1)O)O)=O	DBXNZGWNBVNDSO	60.967	-1.9844	-0.316	5	3	86.99	-0.45805	5	151.34	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6637614372687971
G2	C1(COC(CO)C(C1O)O)=O	OCLOLUFOLJIQDC	100.459	-2.1266	0.014	5	3	86.99	0.87265	5	147.14	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.9215673031024932
G2	C1(C(O)OC(CO)C(C1)O)=O	UHPMJDGOAZMIID	64.5984	-1.625	-0.199	5	3	86.99	1.1869	5	149.81	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6637614372687973
G2	C1(C(C(CO)OC(C1)O)O)=O	PVKLTCFYNBLGMN	24.544	-1.625	-0.199	5	3	86.99	0.87833	5	147.27	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6637614372687971
G2	C1(C(C(O)OC(CO)C1)O)=O	IOFQXNNENHCUQL	46.5776	-1.625	-0.199	5	3	86.99	-2.3613	5	148.62	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6637614372687971
G2	C1(C(CO)OC(C(C1)O)O)=O	NWAQREDMTHFVFF	445.693	-1.625	-0.199	5	3	86.99	1.5058	5	148.91	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6637614372687971
G2	C1(CC(C(C(CO1)O)O)O)=O	HOHFQGCXQDHZJL	54.3342	-1.8925	-0.316	5	3	86.99	-3.4491	5	146.72	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6603098917028392
G2	C1(COCC(C(C1O)O)O)=O	DBLLDNNAYQFXMT	107.487	-2.0347	0.014	5	3	86.99	-3.6584	5	147.21	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.9181157575365353
G2	C1(C(O)OCC(C(C1)O)O)=O	FDUCWCLOCIPWJT	63.8408	-1.5331	-0.199	5	3	86.99	-1.954	5	147.21	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6603098917028392
G2	C1(C(C(COC(C1)O)O)O)=O	PATGLOACTPYBAI	27.2973	-1.5331	-0.199	5	3	86.99	-2.0791	5	146.03	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6603098917028387
G2	C1(C(C(O)OCC(C1)O)O)=O	KGUNYMYUWFWAAR	54.3746	-1.5331	-0.199	5	3	86.99	1.879	5	148.17	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6603098917028392
G2	C1(C(COC(C(C1)O)O)O)=O	YYOBYHDYKCPMFE	48.904	-1.5331	-0.199	5	3	86.99	1.6367	5	146.03	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6603098917028387
G2	C1(C(C(C(O)OCC1)O)O)=O	KRKZFVZQYDKETD	46.8267	-1.5331	-0.199	5	3	86.99	0.82333	5	145.76	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6603098917028392
G2	C1(COC(C(C(C1)O)O)O)=O	QQYKOAFGQUCGEA	50.019	-1.5331	-0.199	5	3	86.99	1.906	5	147.3	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6603098917028392
G2	C(C(C(CO)O)O)(N)=CC=O	NTSRIUHAOCAOQN	72.9094	-2.1312	-0.246	5	4	103.78	-3.275	5	157.23	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8838427995255616
G2	C(C(C(N)=CC(CO)O)O)=O	KGUHXLCVURNHSK	71.4139	-2.1312	-0.246	5	4	103.78	-2.4329	5	156.47	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8838427995255622
G2	C(C(C(CO)N)O)=O	KXMAOQJMLAAVJY	60.4774	-2.6211	-0.003	4	3	83.55	-5.6063	4	119.87	119.058243148	C4H9NO3	4	9	3	1.0	2.25	0.75	1.0665998928988352
G2	C(CO)(C(C(C(CO)O)N)O)=O	ISGLIVNHDPLUFG	109.85	-3.5748	0.419	6	5	124.01	1.6754	6	171.74	179.079372516	C6H13NO5	6	13	5	1.0	2.1666666666666665	0.8333333333333334	1.6231469431488998
G2	C(CN)(C(C(C(CO)O)N)O)=O	KTLZNQVCIYBNIW	122.778	-3.9726	0.343	6	5	129.8	0.53658	6	177.48	178.095356928	C6H14N2O4	6	14	4	1.0	2.3333333333333335	0.6666666666666666	1.654575250565038
G2	C(C(CC(C(CO)O)N)=O)=O	CFIPTNRUUCHLRU	77.6759	-2.7653	-0.195	5	3	100.62	-2.7926	5	159.08	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472248
G2	C(CC(C(C(CO)N)O)=O)=O	OGOOLELVTMLOGV	63.7545	-2.7653	-0.195	5	3	100.62	-4.4812	5	158.36	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472246
G2	C(C(C(CC(CO)N)=O)O)=O	CWKBVHWILPQTCU	49.4259	-2.7653	-0.195	5	3	100.62	-8.2287	5	157.55	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472248
G2	C(CC(C=O)N)(C(CO)O)=O	NFNWRWYCUZAEON	79.0913	-2.7653	-0.195	5	3	100.62	-2.8044	5	155.49	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.825735407047225
G2	C(CC(C=O)O)(C(CN)O)=O	FDTPCSIZIQTINL	53.1112	-2.7653	-0.195	5	3	100.62	-1.8981	5	158.59	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472253
G2	C(C(C(C(CCO)=O)O)N)=O	RBDNNFSBBBQPHT	72.485	-2.7653	-0.195	5	3	100.62	-3.0129	5	159.58	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472248
G2	C(C(C(C=O)O)O)(CCN)=O	YFKHBAKJIYEAQE	54.1295	-2.7653	-0.195	5	3	100.62	-1.7585	5	160.39	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8257354070472248
G2	C(CC(C(C(C=O)O)O)N)=O	ZROWQRUORDMNAS	75.0517	-2.9464	-0.359	5	3	100.62	-1.7287	5	158.61	161.068807832	C6H11NO4	6	11	4	0.8333333333333334	1.8333333333333333	0.6666666666666666	0.8269220853709701
G2	C1C(C(C(O)O1)O)O	FMAORJIQYMIRHF	770.821	-1.5087	-0.007	4	3	69.92	-3.7555	4	109.35	120.04225873600001	C4H8O4	4	8	4	1.0	2.0	1.0	0.9080774686863653
G2	C(C1C(C(C(CN)(O)O1)O)O)O	BCFSSHCZTMDDSA	124.627	-3.1709	0.306	6	5	116.17	-2.1116	6	169.12	179.079372516	C6H13NO5	6	13	5	1.0	2.1666666666666665	0.8333333333333334	1.4960528263525674
G2	C(C1(CC(C(CO)O1)O)O)=O	XCOLHFJYVWHMEU	59.5419	-2.1333	-0.232	5	3	86.99	-4.1162	5	150.06	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6672129828347552
G2	C(CC1(C(C(CO1)O)O)O)=O	OJFNRRYMUBSATR	58.9854	-1.929	-0.232	5	3	86.99	-4.8683	5	147.82	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6672129828347552
G2	C(C(C1(CC(CO1)O)O)O)=O	XSOCZPWENAPSDW	61.1504	-2.0987	-0.232	5	3	86.99	-1.1589	5	149.95	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6672129828347552
G2	C(C1C(CC(CO)(O1)O)O)=O	DNFROWGDJNTHSQ	64.8761	-2.1333	-0.232	5	3	86.99	-6.0204	5	150.65	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6672129828347552
G2	C(C1C(C(C(C)(O1)O)O)O)=O	DUPMVEXRXRIHES	442.46	-2.0587	-0.34	5	3	86.99	-3.0074	5	149.46	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6649481155925424
G2	C(C(C1C(CC(O)O1)O)O)=O	DLPYFNDTPUTRMF	66.2543	-2.0383	-0.363	5	3	86.99	-3.1375	5	150.59	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.6683996611585005
