Network	Generation	Smiles
GlucoseAmm	G3	C(CN)(C(C(CCO)O)O)=O
GlucoseAmm	G3	C(CN)(C(C(CN)O)O)=O
GlucoseAmm	G3	C(CN)(C(C(CO)(C)O)O)=O
GlucoseAmm	G3	C(CN)(C(C(CO)(CN)O)O)=O
GlucoseAmm	G3	C(CN)(C(C(CO)(CO)O)O)=O
GlucoseAmm	G3	C(CN)(C(C(CO)O)O)=O
GlucoseAmm	G3	C(CN)(C(CC(CO)=O)N)=O
GlucoseAmm	G3	C(CN)(C(CN)O)=O
GlucoseAmm	G3	C(CN)(C(CNCC=O)O)=O
GlucoseAmm	G3	C(CN)(C(CO)(C(C)O)O)=O
GlucoseAmm	G3	C(CN)(C(CO)(C(C=O)O)O)=O
GlucoseAmm	G3	C(CN)(C(CO)(C(CN)O)O)=O
GlucoseAmm	G3	C(CN)(C(CO)(C(CO)O)O)=O
GlucoseAmm	G3	C(CN)(C(CO)(CO)O)=O
GlucoseAmm	G3	C(CN)(C(CO)N)=O
GlucoseAmm	G3	C(CNC(C(CN)=O)CO)=O
GlucoseAmm	G3	C(CNC(C(CO)=O)CN)=O
GlucoseAmm	G3	C(CNC(C(CO)=O)CO)=O
GlucoseAmm	G3	C(CNCC(C(CO)=O)O)=O
GlucoseAmm	G3	C(CNCC=O)(C(CO)N)=O
GlucoseAmm	G3	C(CNCC=O)(C(CO)O)=O
GlucoseAmm	G3	C(CO)(C(C(C(C)=O)O)N)=O
GlucoseAmm	G3	C(CO)(C(C(C(CO)O)N)N)=O
GlucoseAmm	G3	C(CO)(C(C(C)O)C(C=O)O)=O
GlucoseAmm	G3	C(CO)(C(C(C)O)N)=O
GlucoseAmm	G3	C(CO)(C(C(C)O)O)=O
GlucoseAmm	G3	C(CO)(C(C(CCO)O)O)=O
GlucoseAmm	G3	C(CO)(C(C(CN)O)N)=O
GlucoseAmm	G3	C(CO)(C(C(CN)O)O)=O
GlucoseAmm	G3	C(CO)(C(C(CO)(C)O)N)=O
GlucoseAmm	G3	C(CO)(C(C(CO)(C)O)O)=O
GlucoseAmm	G3	C(CO)(C(C(CO)(CN)O)N)=O
GlucoseAmm	G3	C(CO)(C(C(CO)(CN)O)O)=O
GlucoseAmm	G3	C(CO)(C(C(CO)O)N)=O
GlucoseAmm	G3	C(CO)(C(C(CO)O)O)=O
GlucoseAmm	G3	C(CO)(C(CC(CN)=O)N)=O
GlucoseAmm	G3	C(CO)(C(CC(CN)=O)O)=O
GlucoseAmm	G3	C(CO)(C(CC(CO)=O)N)=O
GlucoseAmm	G3	C(CO)(C(CC(CO)O)N)=O
GlucoseAmm	G3	C(CO)(C(CC(CO)O)O)=O
GlucoseAmm	G3	C(CO)(C(CN)N)=O
GlucoseAmm	G3	C(CO)(C(CN)O)=O
GlucoseAmm	G3	C(CO)(C(CO)(C(C)O)O)=O
GlucoseAmm	G3	C(CO)(C(CO)(C(CN)O)O)=O
GlucoseAmm	G3	C(CO)(C(CO)(CO)O)=O
GlucoseAmm	G3	C(CO)(C(CO)C(C(C)=O)O)=O
GlucoseAmm	G3	C(CO)(C(CO)C(C)O)=O
GlucoseAmm	G3	C(CO)(C(CO)C(C=O)O)=O
GlucoseAmm	G3	C(CO)(C(CO)C(CN)O)=O
GlucoseAmm	G3	C(CO)(C(CO)C(CO)O)=O
GlucoseAmm	G3	C(CO)(C(CO)N)=O
GlucoseAmm	G3	C(CO)(CC(C(CO)O)N)=O
GlucoseAmm	G3	C(CO)(CC(CC(CO)=O)O)=O
GlucoseAmm	G3	C(CO)(CC(CN)O)=O
GlucoseAmm	G3	C(CO)(CC(CO)O)=O
GlucoseAmm	G3	C1(C(C(C(C(C1)N)O)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C(C1)O)O)N)O)=O
GlucoseAmm	G3	C1(C(C(C(C(C1)O)O)O)N)=O
GlucoseAmm	G3	C1(C(C(C(C(CO)O)O1)N)O)=O
GlucoseAmm	G3	C1(C(C(C(C(CO)O1)O)N)O)=O
GlucoseAmm	G3	C1(C(C(C(C(CO1)O)O)N)O)=O
GlucoseAmm	G3	C1(C(C(C(C)(C1N)O)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C)(C1O)O)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C1(C)N)O)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C1(C)O)O)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C1)O)(CN)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C1)O)(CO)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C1)O)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C1CN)O)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C1CO)N)O)O)=O
GlucoseAmm	G3	C1(C(C(C(C1CO)O)N)O)=O
GlucoseAmm	G3	C1(C(C(C(C1CO)O)O)N)=O
GlucoseAmm	G3	C1(C(C(C(CC1N)O)O)O)=O
GlucoseAmm	G3	C1(C(C(C(CC1O)O)O)O)=O
GlucoseAmm	G3	C1(C(C(C(CN)(C1)O)O)O)=O
