Network	Generation	Smiles
Formose	G3	C(C)(C(C(C(CO)=O)O)O)=O
Formose	G3	C(CC(C(C(C=O)O)O)O)=O
Formose	G3	C(CC(C(C(CO)=O)O)O)=O
Formose	G3	C(CC(C(C(CO)O)O)=O)=O
Formose	G3	C(CC(C(C(CO)O)O)O)=O
Formose	G3	C(CC(C(CO)(CO)O)O)=O
Formose	G3	C(CC(C(CO)O)O)=O
Formose	G3	C(CC(C=O)O)(C(CO)O)=O
Formose	G3	C(CC(CO)(C(C=O)O)O)=O
Formose	G3	C(CC(CO)(C(CO)O)O)=O
Formose	G3	C(CC(CO)(CO)O)=O
Formose	G3	C(CO)(C(C(C)O)O)=O
Formose	G3	C(CO)(C(C(CO)O)O)=O
Formose	G3	C(CO)(C(CO)(C(C)O)O)=O
Formose	G3	C(CO)(C(CO)(CO)O)=O
Formose	G3	C1(C(C(C(CO)O1)O)O)=O
Formose	G3	C1(C(C(C(CO1)O)O)O)=O
Formose	G3	C1C(C(C(C(O)O1)O)O)O
Formose	G3	C1C(C(C(O)O1)(CO)O)O
Formose	G4	C(C(C(C(C(C)O)=O)O)O)(C)=O
Formose	G4	C(C(C(C(C(C)O)O)=O)CO)=O
Formose	G4	C(C(C(C(C(C)O)O)O)O)=O
Formose	G4	C(C(C(C(C(CO)=O)O)=C)O)=O
Formose	G4	C(C(C(C(C)O)O)O)=O
Formose	G4	C(C(C(C(C=O)O)=C)(CO)O)=O
Formose	G4	C(C(C(C(C=O)O)O)C(C)O)=O
Formose	G4	C(C(C(C(CC(C)O)O)O)=O)=O
Formose	G4	C(C(C(C(CCO)=O)O)O)(C)=O
Formose	G4	C(C(C(C(CCO)O)=O)O)=O
Formose	G4	C(C(C(C(CCO)O)O)=O)=O
Formose	G4	C(C(C(C(CCO)O)O)O)=O
Formose	G4	C(C(C(C(CCO)O)O)O)O
Formose	G4	C(C(C(C(CO)(C)O)O)=O)=O
Formose	G4	C(C(C(C(CO)C(C)O)=O)O)=O
Formose	G4	C(C(C(C(CO)CO)=O)O)=O
Formose	G4	C(C(C(C(CO)O)=O)(C)O)=O
Formose	G4	C(C(C(C(CO)O)=O)C(C)O)=O
Formose	G4	C(C(C(C(CO)O)=O)O)=O
Formose	G4	C(C(C(C(CO)O)C(C)O)=O)=O
Formose	G4	C(C(C(C(CO)O)O)CC=O)=O
Formose	G4	C(C(C(C)(C(C(C)=O)O)O)O)=O
Formose	G4	C(C(C(C)(C(CCO)O)O)=O)=O
Formose	G4	C(C(C(C)(C(CO)(C)O)O)=O)=O
Formose	G4	C(C(C(C)(C(CO)O)O)=O)=O
Formose	G4	C(C(C(C)(C(CO)O)O)O)=O
Formose	G4	C(C(C(C)(CC(CO)=O)O)O)=O
Formose	G4	C(C(C(C)(CCO)O)O)=O
Formose	G4	C(C(C(C)=O)(C(CCO)O)O)=O
Formose	G4	C(C(C(C)=O)(C(CO)(C)O)O)=O
Formose	G4	C(C(C(C)=O)C(C(CO)O)O)=O
Formose	G4	C(C(C(C)O)(C(C(C)=O)O)O)=O
Formose	G4	C(C(C(C)O)(C(C)O)O)=O
Formose	G4	C(C(C(C)O)(C(C=O)(C)O)O)=O
Formose	G4	C(C(C(C)O)(C(C=O)O)O)=O
Formose	G4	C(C(C(C)O)(C(CCO)O)O)=O
Formose	G4	C(C(C(C)O)(C(CO)(C)O)O)=O
Formose	G4	C(C(C(C)O)(CC(CO)=O)O)=O
Formose	G4	C(C(C(C)O)(CCO)O)=O
Formose	G4	C(C(C(C)O)C(C(CO)=O)O)=O
Formose	G4	C(C(C(C)O)C(C(CO)O)O)=O
Formose	G4	C(C(C(C)O)C(C)(CO)O)=O
Formose	G4	C(C(C(C)O)C(C=O)(CO)O)=O
Formose	G4	C(C(C(C)O)C(CCO)O)=O
Formose	G4	C(C(C(C)O)C(CO)(CO)O)=O
Formose	G4	C(C(C(C)O)O)(C(C(C)O)O)=O
Formose	G4	C(C(C(C)O)O)(CCO)=O
Formose	G4	C(C(C(C=O)=C)(C(CO)O)O)=O
Formose	G4	C(C(C(C=O)O)O)(C(C)O)=O
Formose	G4	C(C(C(C=O)O)O)(CC(C)O)=O
Formose	G4	C(C(C(CC(C(C)=O)O)O)O)=O
Formose	G4	C(C(C(CC(C)O)=O)(CO)O)=O
Formose	G4	C(C(C(CC(C)O)=O)O)(O)=O
Formose	G4	C(C(C(CC(C)O)O)O)(O)=O
Formose	G4	C(C(C(CC(C)O)O)O)=O
Formose	G4	C(C(C(CC(CCO)O)=O)O)=O
Formose	G4	C(C(C(CC(CO)(C)O)=O)O)=O
Formose	G4	C(C(C(CC(CO)O)O)O)=O
Formose	G4	C(C(C(CC=O)O)(C(C)O)O)=O
Formose	G4	C(C(C(CC=O)O)(CCO)O)=O
Formose	G4	C(C(C(CC=O)O)C(CO)O)=O
Formose	G4	C(C(C(CCO)=O)(C(C)O)O)=O
Formose	G4	C(C(C(CCO)O)(CC=O)O)=O
Formose	G4	C(C(C(CCO)O)C(C=O)O)=O
Formose	G4	C(C(C(CCO)O)O)(CCO)=O
Formose	G4	C(C(C(CCO)O)O)=O
Formose	G4	C(C(C(CCO)O)O)O
Formose	G4	C(C(C(CO)(C(C)O)O)=O)=O
Formose	G4	C(C(C(CO)(C(C)O)O)O)=O
Formose	G4	C(C(C(CO)(C)O)(CC=O)O)=O
Formose	G4	C(C(C(CO)(C)O)C(C=O)O)=O
Formose	G4	C(C(C(CO)(C)O)O)(CCO)=O
Formose	G4	C(C(C(CO)(C)O)O)(O)=O
Formose	G4	C(C(C(CO)(C)O)O)=O
Formose	G4	C(C(C(CO)(CCO)O)O)=O
Formose	G4	C(C(C(CO)(CCO)O)O)O
Formose	G4	C(C(C(CO)(CO)C(C)O)=O)=O
Formose	G4	C(C(C(CO)(CO)CO)=O)=O
Formose	G4	C(C(C(CO)(CO)O)=O)=O
Formose	G4	C(C(C(CO)(CO)O)CC=O)=O
Formose	G4	C(C(C(CO)=O)(CCO)O)=O
Formose	G4	C(C(C(CO)=O)(CO)C(C)O)=O
Formose	G4	C(C(C(CO)=O)(CO)CO)=O
Formose	G4	C(C(C(CO)=O)(CO)O)=O
Formose	G4	C(C(C(CO)=O)C(CCO)O)=O
Formose	G4	C(C(C(CO)=O)C(CO)(C)O)=O
Formose	G4	C(C(C(CO)=O)O)(O)=O
Formose	G4	C(C(C(CO)C(C(C)=O)O)O)=O
Formose	G4	C(C(C(CO)C(C)(CO)O)=O)=O
Formose	G4	C(C(C(CO)C(C)O)O)=O
Formose	G4	C(C(C(CO)C(C=O)O)O)=O
Formose	G4	C(C(C(CO)C(CCO)O)=O)=O
Formose	G4	C(C(C(CO)C(CO)O)O)=O
Formose	G4	C(C(C(CO)CO)(CC=O)O)=O
Formose	G4	C(C(C(CO)CO)O)=O
Formose	G4	C(C(C(CO)O)(CCO)O)=O
Formose	G4	C(C(C(CO)O)=O)(CCO)=O
Formose	G4	C(C(C(CO)O)=O)(O)=O
Formose	G4	C(C(C(CO)O)C(C(C)=O)O)=O
Formose	G4	C(C(C(CO)O)C(C)(CO)O)=O
Formose	G4	C(C(C(CO)O)C(C)O)=O
Formose	G4	C(C(C(CO)O)C(C=O)(C)O)=O
Formose	G4	C(C(C(CO)O)C(CCO)O)=O
Formose	G4	C(C(C(CO)O)C(CO)O)=O
Formose	G4	C(C(C(CO)O)O)(C(C)O)=O
Formose	G4	C(C(C(CO)O)O)(CCO)=O
Formose	G4	C(C(C(CO)O)O)=CC=O
Formose	G4	C(C(C)(C(C(C)=O)(CO)O)O)=O
Formose	G4	C(C(C)(C(C(C)=O)O)O)(O)=O
Formose	G4	C(C(C)(C(C(C=O)O)O)O)=O
Formose	G4	C(C(C)(C(C(CC=O)O)O)O)=O
Formose	G4	C(C(C)(C(C(CCO)=O)O)O)=O
Formose	G4	C(C(C)(C(C(CO)=O)CO)O)=O
Formose	G4	C(C(C)(C(C)O)O)(O)=O
Formose	G4	C(C(C)(C(C=O)O)O)(O)=O
Formose	G4	C(C(C)(C(CO)(CC=O)O)O)=O
Formose	G4	C(C(C)(C(CO)(CO)O)O)=O
Formose	G4	C(C(C)(C(CO)C(C=O)O)O)=O
Formose	G4	C(C(C)(C(CO)O)O)=O
Formose	G4	C(C(C)(CC(C(C=O)O)O)O)=O
Formose	G4	C(C(C)(CC(C(CO)O)=O)O)=O
Formose	G4	C(C(C)(CC(CO)=O)O)(O)=O
Formose	G4	C(C(C)=O)(C(C(CCO)O)O)=O
Formose	G4	C(C(C)=O)(C(C(CO)(C)O)O)=O
Formose	G4	C(C(C)=O)(C(C(CO)O)O)=O
Formose	G4	C(C(C)O)(C(C(CO)=O)O)=O
Formose	G4	C(C(C1C(C(CC1O)O)O)=O)=O
Formose	G4	C(C(C=C)(C(C(CO)=O)O)O)=O
Formose	G4	C(C(C=C)(C(C(CO)O)O)O)=O
Formose	G4	C(C(C=C)(C(C=O)(CO)O)O)=O
Formose	G4	C(C(C=C)(C(CO)O)O)=O
Formose	G4	C(C(C=O)(C(CO)O)O)=O
Formose	G4	C(C(C=O)(CO)C(C)(CO)O)=O
Formose	G4	C(C(C=O)(CO)C(CCO)O)=O
Formose	G4	C(C(C=O)(CO)C(CO)O)=O
Formose	G4	C(C(C=O)C(C(C(C)O)O)O)=O
Formose	G4	C(C(C=O)C(C(CCO)O)O)=O
Formose	G4	C(C(C=O)C(C)(C(CO)O)O)=O
Formose	G4	C(C(C=O)C(CC(CO)O)O)=O
Formose	G4	C(C(C=O)C(CO)(CCO)O)=O
Formose	G4	C(C(CC(C(C(C)=O)O)O)O)=O
Formose	G4	C(C(CC(C(C(C)O)O)O)=O)=O
Formose	G4	C(C(CC(C(C)=O)O)O)(O)=O
Formose	G4	C(C(CC(C(CCO)O)O)=O)=O
Formose	G4	C(C(CC(C(CO)=O)O)O)=O
Formose	G4	C(C(CC(C(CO)O)O)O)=O
Formose	G4	C(C(CC(C)(C(CO)O)O)=O)=O
Formose	G4	C(C(CC(C)(CO)O)=O)(O)=O
Formose	G4	C(C(CC(C)O)(C(C=O)O)O)=O
Formose	G4	C(C(CC(CC(C)O)O)=O)(O)=O
Formose	G4	C(C(CC(CC(CO)=O)O)O)=O
Formose	G4	C(C(CC(CC(CO)O)O)=O)=O
Formose	G4	C(C(CC(CCO)O)O)=O
Formose	G4	C(C(CC(CO)(CCO)O)=O)=O
Formose	G4	C(C(CC(CO)O)(CC=O)O)=O
Formose	G4	C(C(CCC(C(CO)O)O)=O)=O
Formose	G4	C(C(CCC(CO)(CO)O)=O)=O
Formose	G4	C(C(CCO)(C(C(C)=O)O)O)=O
Formose	G4	C(C(CCO)(C(C=O)(C)O)O)=O
Formose	G4	C(C(CCO)(C(CCO)O)O)=O
Formose	G4	C(C(CCO)(C(CO)(C)O)O)=O
Formose	G4	C(C(CCO)(CC(CO)=O)O)=O
Formose	G4	C(C(CCO)(CCO)O)=O
Formose	G4	C(C(CCO)O)(CCO)=O
Formose	G4	C(C(CCO)O)O
Formose	G4	C(C(CO)(C(C(C=C)=O)O)O)=O
Formose	G4	C(C(CO)(C(C)(CC=O)O)O)=O
Formose	G4	C(C(CO)(C(C)O)C(C=O)O)=O
Formose	G4	C(C(CO)(C(C=CC=O)O)O)=O
Formose	G4	C(C(CO)(C(CC(C)O)O)O)=O
Formose	G4	C(C(CO)(C(CCO)O)O)=O
Formose	G4	C(C(CO)(C(CCO)O)O)O
Formose	G4	C(C(CO)(C(CO)(C)O)O)=O
Formose	G4	C(C(CO)(C)O)(O)=O
Formose	G4	C(C(CO)(CC(CC=O)O)O)=O
Formose	G4	C(C(CO)(CC=O)O)(CCO)=O
Formose	G4	C(C(CO)(CCO)O)=O
Formose	G4	C(C(CO)(CCO)O)O
Formose	G4	C(C(CO)(CO)C(C=O)O)=O
Formose	G4	C(C(CO)=O)(C(CO)CO)=O
Formose	G4	C(C(CO)=O)(C(CO)O)=O
Formose	G4	C(C(CO)=O)(CC(CCO)O)=O
Formose	G4	C(C(CO)=O)(CC(CO)(C)O)=O
Formose	G4	C(C(CO)=O)(CC(CO)O)=O
Formose	G4	C(C(CO)C(C(C(C)=O)O)O)=O
Formose	G4	C(C(CO)C(C(C(C)O)=O)O)=O
Formose	G4	C(C(CO)C(C(C(C)O)O)O)=O
Formose	G4	C(C(CO)C(C(C)=O)(CO)O)=O
Formose	G4	C(C(CO)C(C(C=O)CO)O)=O
Formose	G4	C(C(CO)C(C(C=O)O)O)=O
Formose	G4	C(C(CO)C(C(CC=O)O)O)=O
Formose	G4	C(C(CO)C(C(CCO)=O)O)=O
Formose	G4	C(C(CO)C(C(CCO)O)O)=O
Formose	G4	C(C(CO)C(C(CO)=O)(C)O)=O
Formose	G4	C(C(CO)C(C(CO)=O)O)=O
Formose	G4	C(C(CO)C(C(CO)O)O)=O
Formose	G4	C(C(CO)C(C)(C(C=O)O)O)=O
Formose	G4	C(C(CO)C(C)(C(CO)O)O)=O
Formose	G4	C(C(CO)C(C)(CO)O)=O
Formose	G4	C(C(CO)C(C=O)(C(C)O)O)=O
Formose	G4	C(C(CO)C(C=O)(CCO)O)=O
Formose	G4	C(C(CO)C(C=O)(CO)O)=O
Formose	G4	C(C(CO)C(CC(C)O)O)=O
Formose	G4	C(C(CO)C(CC(C=O)O)O)=O
Formose	G4	C(C(CO)C(CC(CO)=O)O)=O
Formose	G4	C(C(CO)C(CC(CO)O)O)=O
Formose	G4	C(C(CO)C(CCO)O)=O
Formose	G4	C(C(CO)C(CO)(CC=O)O)=O
Formose	G4	C(C(CO)C(CO)(CCO)O)=O
Formose	G4	C(C(CO)C(CO)(CO)O)=O
Formose	G4	C(C(CO)C(CO)O)=O
Formose	G4	C(C(CO)O)(C(C(C)=O)O)=O
Formose	G4	C(C(CO)O)(C(C(C=O)=C)O)=O
Formose	G4	C(C(CO)O)(C(C)O)=O
Formose	G4	C(C(CO)O)(C(C=C)O)=O
Formose	G4	C(C(CO)O)(C(C=CC=O)O)=O
Formose	G4	C(C(CO)O)(C(CO)CO)=O
Formose	G4	C(C(CO)O)(CC(C)O)=O
Formose	G4	C(C(CO)O)(CC(CCO)O)=O
Formose	G4	C(C(CO)O)(CC(CO)(C)O)=O
Formose	G4	C(C(CO)O)(CC(CO)=O)=O
Formose	G4	C(C(CO)O)(CC(CO)O)=O
Formose	G4	C(C(CO)O)(CCO)=O
Formose	G4	C(C)(C(C(C(C(C)=O)O)O)O)=O
Formose	G4	C(C)(C(C(C(C(C)O)O)O)O)=O
Formose	G4	C(C)(C(C(C(CCO)O)O)O)=O
Formose	G4	C(C)(C(C(C(CO)O)O)O)=O
Formose	G4	C(C)(C(C(C)(C(CO)O)O)O)=O
Formose	G4	C(C)(C(C(C)O)(C(C=O)O)O)=O
Formose	G4	C(C)(C(C(CC(C)O)O)O)=O
Formose	G4	C(C)(C(C(CC(CO)=O)O)O)=O
Formose	G4	C(C)(C(C(CC(CO)O)O)O)=O
Formose	G4	C(C)(C(C(CCO)O)O)=O
Formose	G4	C(C)(C(C(CO)(C)O)O)=O
Formose	G4	C(C)(C(C(CO)(CCO)O)O)=O
Formose	G4	C(C)(C(C(CO)(CO)O)O)=O
Formose	G4	C(C)(C(C(CO)=O)(CO)O)=O
Formose	G4	C(C)(C(C(CO)O)(CC=O)O)=O
Formose	G4	C(C)(C(C(CO)O)O)=O
Formose	G4	C(C)(C(CO)(C(C(C)=O)O)O)=O
Formose	G4	C(C)(C(CO)(C(C)O)O)=O
Formose	G4	C(C)(C(CO)(C(C=O)O)O)=O
Formose	G4	C(C)(C(CO)(C(CCO)O)O)=O
Formose	G4	C(C)(C(CO)(C(CO)(C)O)O)=O
Formose	G4	C(C)(C(CO)(C(CO)O)O)=O
Formose	G4	C(C)(C(CO)(CC(CO)=O)O)=O
Formose	G4	C(C)(C(CO)(CO)O)=O
Formose	G4	C(C)(C1(C(C(C(C1)=O)O)O)O)=O
Formose	G4	C(C)(C1(C(CC(C1O)=O)O)O)=O
Formose	G4	C(C)(C1(C(O)OCC1O)O)=O
Formose	G4	C(C1(C(C(C(C1)=O)O)O)O)=O
Formose	G4	C(C1(C(C(C(C1)O)O)O)O)=O
Formose	G4	C(C1(C(C(CC1O)O)O)O)=O
Formose	G4	C(C1(C(C(CO1)O)O)O)=O
Formose	G4	C(C1(C(C)(CC(C1O)=O)O)O)=O
Formose	G4	C(C1(C(C)(O)OCC1O)O)=O
Formose	G4	C(C1(C(CC(C)(C1O)O)=O)O)=O
Formose	G4	C(C1(C(CC(C1(C)O)O)=O)O)=O
Formose	G4	C(C1(C(CC(C1)O)O)O)=O
Formose	G4	C(C1(C(CC(C1O)=O)O)O)=O
Formose	G4	C(C1(C(CC(C1O)O)=O)O)=O
Formose	G4	C(C1(C(CC(CC1O)O)=O)O)=O
Formose	G4	C(C1(C(CO)C(C(C1)=O)O)O)=O
Formose	G4	C(C1(C(CO)C(CO1)O)O)=O
Formose	G4	C(C1(C=O)C(C(CC1O)O)O)=O
Formose	G4	C(C1(CC(C(C(C1)=O)O)O)O)=O
Formose	G4	C(C1(CC(CC(C1O)=O)O)O)=O
Formose	G4	C(C1(CC(CC1(C=O)O)O)O)=O
Formose	G4	C(C1(COC(C)(C1O)O)O)=O
Formose	G4	C(C1(COC(C1(C)O)O)O)=O
Formose	G4	C(C1(COC(C1O)O)O)=O
Formose	G4	C(C1C(C(C(C)(C1O)O)O)=O)=O
Formose	G4	C(C1C(C(C(C)(O1)O)O)O)=O
Formose	G4	C(C1C(C(C(C1(C)O)O)O)=O)=O
Formose	G4	C(C1C(C(C(C1O)=O)CO)O)=O
Formose	G4	C(C1C(C(C(C1O)O)O)=O)=O
Formose	G4	C(C1C(C(C(C1O)O)O)O)=O
Formose	G4	C(C1C(C(C(CC1O)O)O)=O)=O
Formose	G4	C(C1C(C(C=O)(CC1O)O)O)=O
Formose	G4	C(C1C(C(C=O)C(C1O)O)O)=O
Formose	G4	C(C1C(C(CC(C1O)=O)O)O)=O
Formose	G4	C(C1C(C(CC1(C=O)O)O)O)=O
Formose	G4	C(C1C(C(CC1O)O)O)=O
Formose	G4	C(C1C(C(O)OCC1O)O)=O
Formose	G4	C(C1C(CC(C(C1O)O)=O)O)=O
Formose	G4	C(C1C(CC(C1(C=O)O)O)O)=O
Formose	G4	C(C1C(CO)(CC(C1O)=O)O)=O
Formose	G4	C(C1C(CO)(O)OCC1O)=O
Formose	G4	C(C1C(CO)OC(C1O)O)=O
Formose	G4	C(C1C(O)OC(CO)C1O)=O
Formose	G4	C(C1C(O)OCC(C1O)O)=O
Formose	G4	C(C1C(O)OCC1(CO)O)=O
Formose	G4	C(CC(C(C(C(C)=O)O)O)O)=O
Formose	G4	C(CC(C(C(C)=O)(CO)O)O)=O
Formose	G4	C(CC(C(C(C)=O)O)O)(O)=O
Formose	G4	C(CC(C(C(C)O)=O)O)(CO)=O
Formose	G4	C(CC(C(C(C)O)O)O)=O
Formose	G4	C(CC(C(C(CC=O)O)O)O)=O
Formose	G4	C(CC(C(C(CCO)=O)O)O)=O
Formose	G4	C(CC(C(C(CCO)O)O)=O)=O
Formose	G4	C(CC(C(C(CO)(C)O)O)=O)=O
Formose	G4	C(CC(C(C(CO)=O)CO)O)=O
Formose	G4	C(CC(C(C(CO)CO)=O)O)=O
Formose	G4	C(CC(C(C(CO)O)=O)O)=O
Formose	G4	C(CC(C(C)(C(C=O)O)O)O)=O
Formose	G4	C(CC(C(C)=O)O)(C(CO)O)=O
Formose	G4	C(CC(C(CC(CO)=O)O)O)=O
Formose	G4	C(CC(C(CC(CO)O)=O)O)=O
Formose	G4	C(CC(C(CCO)=O)O)(CO)=O
Formose	G4	C(CC(C(CCO)O)O)=O
Formose	G4	C(CC(C(CO)(C(C)O)O)=O)=O
Formose	G4	C(CC(C(CO)(C(C)O)O)O)=O
Formose	G4	C(CC(C(CO)(CC=O)O)O)=O
Formose	G4	C(CC(C(CO)(CO)O)=O)=O
Formose	G4	C(CC(C(CO)=O)O)(O)=O
Formose	G4	C(CC(C(CO)C(C=O)O)O)=O
Formose	G4	C(CC(C(CO)C(CO)O)=O)=O
Formose	G4	C(CC(C(CO)O)(CC=O)O)=O
Formose	G4	C(CC(C(CO)O)O)(O)=O
Formose	G4	C(CC(C(O)=O)O)(O)=O
Formose	G4	C(CC(C)(C(C(C=O)O)O)O)=O
Formose	G4	C(CC(C)(C(CO)O)O)=O
Formose	G4	C(CC(C=O)O)(C(C(C)O)O)=O
Formose	G4	C(CC(CC(C(C=O)O)O)O)=O
Formose	G4	C(CC(CC(C(CO)O)=O)O)=O
Formose	G4	C(CC(CC(C(CO)O)O)=O)=O
Formose	G4	C(CC(CC(C(CO)O)O)O)=O
Formose	G4	C(CC(CC(CO)(CO)O)O)=O
Formose	G4	C(CC(CC(CO)=O)O)(O)=O
Formose	G4	C(CC(CC(CO)O)O)=O
Formose	G4	C(CC(CCO)(C(C=O)O)O)=O
Formose	G4	C(CC(CO)(C(C(C)=O)O)O)=O
Formose	G4	C(CC(CO)(C(C(C)O)O)O)=O
Formose	G4	C(CC(CO)(C(C)O)O)=O
Formose	G4	C(CC(CO)(CC(C=O)O)O)=O
Formose	G4	C(CC(CO)(CC(CO)=O)O)=O
Formose	G4	C(CC(CO)(CCO)O)=O
Formose	G4	C(CC(CO)O)(O)=O
Formose	G4	C(CC1(C(C(C(C1)=O)O)O)O)=O
Formose	G4	C(CC1(C(C(CO1)O)O)O)=O
Formose	G4	C(CC1(C(CC(C1O)=O)O)O)=O
Formose	G4	C(CC1(C(O)OCC1O)O)=O
Formose	G4	C(CC1(COC(C1O)O)O)=O
Formose	G4	C(CCC=O)(C(C(CO)O)O)=O
Formose	G4	C(CCO)(C(C(CO)=O)O)=O
Formose	G4	C(CCO)(C(CO)(CO)O)=O
Formose	G4	C(CO)(C(C(C(C)O)O)O)=O
Formose	G4	C(CO)(C(C(C(C=C)=O)O)O)=O
Formose	G4	C(CO)(C(C(C)O)(C(C)O)O)=O
Formose	G4	C(CO)(C(C(C)O)C(C=O)O)=O
Formose	G4	C(CO)(C(C(C=CC=O)O)O)=O
Formose	G4	C(CO)(C(C(C=O)=C)(CO)O)=O
Formose	G4	C(CO)(C(C(CC(C)O)O)O)=O
Formose	G4	C(CO)(C(C(CCO)O)O)=O
Formose	G4	C(CO)(C(C(CO)(C)O)O)=O
Formose	G4	C(CO)(C(C(CO)=O)CO)=O
Formose	G4	C(CO)(C(C(CO)=O)O)=O
Formose	G4	C(CO)(C(C)(C(C(C)=O)O)O)=O
Formose	G4	C(CO)(C(C)(C(C=O)O)O)=O
Formose	G4	C(CO)(C(C)(CC(CO)=O)O)=O
Formose	G4	C(CO)(C(C=C)(CO)O)=O
Formose	G4	C(CO)(C(C=CC=O)(CO)O)=O
Formose	G4	C(CO)(C(CC(CO)=O)O)=O
Formose	G4	C(CO)(C(CO)(CC=O)O)=O
Formose	G4	C(CO)(C(CO)C(C(C)=O)O)=O
Formose	G4	C(CO)(C(CO)C(C)O)=O
Formose	G4	C(CO)(C(CO)C(C=O)O)=O
Formose	G4	C(CO)(C(CO)C(CCO)O)=O
Formose	G4	C(CO)(C(CO)C(CO)(C)O)=O
Formose	G4	C(CO)(C(CO)C(CO)O)=O
Formose	G4	C(CO)(C(CO)CO)=O
Formose	G4	C(CO)(C1C(CC(C1O)=O)O)=O
Formose	G4	C(CO)(C1C(O)OCC1O)=O
Formose	G4	C(CO)(CC(C(C(C)O)O)O)=O
Formose	G4	C(CO)(CC(C(CCO)O)O)=O
Formose	G4	C(CO)(CC(C(CO)O)O)=O
Formose	G4	C(CO)(CC(C)(C(CO)O)O)=O
Formose	G4	C(CO)(CC(CC(C)O)O)=O
Formose	G4	C(CO)(CC(CC(CO)=O)O)=O
Formose	G4	C(CO)(CC(CC(CO)O)O)=O
Formose	G4	C(CO)(CC(CCO)O)=O
Formose	G4	C(CO)(CC(CO)(C)O)=O
Formose	G4	C(CO)(CC(CO)(CCO)O)=O
Formose	G4	C(CO)(CC(CO)(CO)O)=O
Formose	G4	C(CO)(CC(CO)O)=O
Formose	G4	C1(C(C(C(C(C1)O)=O)CO)O)=O
Formose	G4	C1(C(C(C(C(C1)O)O)O)O)=O
Formose	G4	C1(C(C(C(C)(C1O)O)O)O)=O
Formose	G4	C1(C(C(C(C1)O)(CO)O)O)=O
Formose	G4	C1(C(C(C(C1)O)C(C=O)O)O)=O
Formose	G4	C1(C(C(C(C1)O)O)O)=O
Formose	G4	C1(C(C(C(C1CO)O)O)O)=O
Formose	G4	C1(C(C(C(C1O)O)O)O)=O
Formose	G4	C1(C(C(C(CC(C1)O)=O)O)O)=O
Formose	G4	C1(C(C(C(CO)(C1)O)O)O)=O
Formose	G4	C1(C(C(C(O)OCC1)O)O)=O
Formose	G4	C1(C(C(C)O)(C(CO1)O)O)=O
Formose	G4	C1(C(C(CC(C1)O)O)O)=O
Formose	G4	C1(C(C(CC(C1O)O)O)O)=O
Formose	G4	C1(C(C(CCO)O)(O)OCC1)=O
Formose	G4	C1(C(C(CCO)O)OC(C1)O)=O
Formose	G4	C1(C(C(CCO)O)OCC1O)=O
